base_family_key,word_key,member_role,child_friendly_meaning,word_sum,morphology_parts,morphology_joins,transformation_notes,dictation_sentence,dictation_target_token_index,audio_text,assignment_eligible,source_category,source_name,source_url,source_licence,source_use_note,confidence,review_status,reviewed_by,reviewed_at
magic_base_family,magician_en_gb,authentic_target,a person who performs magic tricks,magic + ian → magician,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""magic"",""surfaceText"":""magic"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ian"",""surfaceText"":""ian"",""gloss"":"""",""displayRange"":{""start"":5,""end"":8},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The spelling of the base is kept in the longer word.,Please spell magician.,2,Please spell magician.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
make_base_family,made_en_gb,authentic_target,created or produced something,make → made,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""make"",""surfaceText"":""made"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],A reviewer must confirm the detailed word sum and spelling transformation.,Please spell made.,2,Please spell made.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
make_base_family,make_en_gb,base,to create or produce something,make,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""make"",""surfaceText"":""make"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell make.,2,Please spell make.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
make_base_family,making_en_gb,authentic_target,creating or producing something right now,make + ing → making,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""make"",""surfaceText"":""mak"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ing"",""surfaceText"":""ing"",""gloss"":"""",""displayRange"":{""start"":3,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The final e is dropped before the ending is added.,Please spell making.,2,Please spell making.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
map_base_family,map_en_gb,base,a drawing that shows where places are,map,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""map"",""surfaceText"":""map"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell map.,2,Please spell map.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
map_base_family,mapped_en_gb,authentic_target,shown on a map earlier,map + ed → mapped,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""map"",""surfaceText"":""map"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ped"",""gloss"":"""",""displayRange"":{""start"":3,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The final consonant is doubled before the ending is added.,Please spell mapped.,2,Please spell mapped.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
nature_base_family,natural_en_gb,authentic_target,found in nature; not made by people,nature + al → natural,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""nature"",""surfaceText"":""natur"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""al"",""surfaceText"":""al"",""gloss"":"""",""displayRange"":{""start"":5,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The final e is dropped before the ending is added.,Please spell natural.,2,Please spell natural.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
nature_base_family,nature_en_gb,base,"plants, animals, and the natural world",nature,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""nature"",""surfaceText"":""nature"",""gloss"":"""",""displayRange"":{""start"":0,""end"":6},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell nature.,2,Please spell nature.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
nice_base_family,nice_en_gb,base,"pleasant, kind, or friendly",nice,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""nice"",""surfaceText"":""nice"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell nice.,2,Please spell nice.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
nice_base_family,nicer_en_gb,authentic_target,"more pleasant, kind, or friendly",nice + r → nicer,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""nice"",""surfaceText"":""nice"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""r"",""surfaceText"":""r"",""gloss"":"""",""displayRange"":{""start"":4,""end"":5},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The spelling of the base is kept in the longer word.,Please spell nicer.,2,Please spell nicer.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
nice_base_family,nicest_en_gb,authentic_target,"most pleasant, kind, or friendly",nice + st → nicest,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""nice"",""surfaceText"":""nice"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""st"",""surfaceText"":""st"",""gloss"":"""",""displayRange"":{""start"":4,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The spelling of the base is kept in the longer word.,Please spell nicest.,2,Please spell nicest.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
one_base_family,one_en_gb,base,the number 1,one,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""one"",""surfaceText"":""one"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell one.,2,Please spell one.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
one_base_family,twenty_one_en_gb,authentic_target,twenty and one more: the number 21,twenty- + one → twenty-one,"[{""id"":""part_1"",""kind"":""prefix"",""morphemeKey"":null,""sourceText"":""twenty-"",""surfaceText"":""twenty-"",""gloss"":"""",""displayRange"":{""start"":0,""end"":7},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""one"",""surfaceText"":""one"",""gloss"":"""",""displayRange"":{""start"":7,""end"":10},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":7,""end"":7}}]",The spelling of the base is kept in the longer word.,Please spell twenty-one.,2,Please spell twenty-one.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
person_base_family,person_en_gb,base,one human being,person,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""person"",""surfaceText"":""person"",""gloss"":"""",""displayRange"":{""start"":0,""end"":6},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell person.,2,Please spell person.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
person_base_family,personal_en_gb,authentic_target,belonging to or about one particular person,person + al → personal,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""person"",""surfaceText"":""person"",""gloss"":"""",""displayRange"":{""start"":0,""end"":6},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""al"",""surfaceText"":""al"",""gloss"":"""",""displayRange"":{""start"":6,""end"":8},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":6,""end"":6}}]",The spelling of the base is kept in the longer word.,Please spell personal.,2,Please spell personal.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
photo_base_family,photo_en_gb,base,a picture made with a camera,photo,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""photo"",""surfaceText"":""photo"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell photo.,2,Please spell photo.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
photo_base_family,photograph_en_gb,authentic_target,a picture made using light and a camera,photo + graph → photograph,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""photo"",""surfaceText"":""photo"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""graph"",""surfaceText"":""graph"",""gloss"":"""",""displayRange"":{""start"":5,""end"":10},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The spelling of the base is kept in the longer word.,Please spell photograph.,2,Please spell photograph.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
photo_base_family,photography_en_gb,authentic_target,the art of making pictures using light and a camera,photo + graphy → photography,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""photo"",""surfaceText"":""photo"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""graphy"",""surfaceText"":""graphy"",""gloss"":"""",""displayRange"":{""start"":5,""end"":11},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The spelling of the base is kept in the longer word.,Please spell photography.,2,Please spell photography.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
plan_base_family,plan_en_gb,base,to decide what you will do,plan,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""plan"",""surfaceText"":""plan"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell plan.,2,Please spell plan.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
plan_base_family,planned_en_gb,authentic_target,decided what you would do earlier,plan + ed → planned,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""plan"",""surfaceText"":""plan"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ned"",""gloss"":"""",""displayRange"":{""start"":4,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The final consonant is doubled before the ending is added.,Please spell planned.,2,Please spell planned.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
play_base_family,play_en_gb,base,to take part in a game or have fun,play,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""play"",""surfaceText"":""play"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The base word is play.,Please spell play.,2,Please spell play.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,data/adle/approved/d4-mor/v1/d4-mor-v1-word-analyses.json,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,medium,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
play_base_family,played_en_gb,authentic_target,took part in a game or had fun earlier,play + ed → played,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""play"",""surfaceText"":""play"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ed"",""gloss"":""in the past"",""displayRange"":{""start"":4,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",Keep play unchanged and add -ed for something that happened before.,Please spell played.,2,Please spell played.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,data/adle/approved/d4-mor/v1/d4-mor-v1-word-analyses.json,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,medium,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
play_base_family,player_en_gb,authentic_target,a person who plays a game,play + er → player,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""play"",""surfaceText"":""play"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""er"",""surfaceText"":""er"",""gloss"":""one who"",""displayRange"":{""start"":4,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",Keep play unchanged and add -er to name someone who plays.,Please spell player.,2,Please spell player.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,data/adle/approved/d4-mor/v1/d4-mor-v1-word-analyses.json,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,medium,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
play_base_family,playing_en_gb,transfer,taking part in a game or having fun right now,play + ing → playing,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""play"",""surfaceText"":""play"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ing"",""surfaceText"":""ing"",""gloss"":""happening now"",""displayRange"":{""start"":4,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",Keep play unchanged and add -ing for something happening now.,Please spell playing.,2,Please spell playing.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,data/adle/approved/d4-mor/v1/d4-mor-v1-word-analyses.json,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,medium,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
play_base_family,plays_en_gb,transfer,takes part in a game or has fun,play + s → plays,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""play"",""surfaceText"":""play"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""s"",""surfaceText"":""s"",""gloss"":""after"",""displayRange"":{""start"":4,""end"":5},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The spelling of the base is kept in the longer word.,Please spell plays.,2,Please spell plays.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
play_base_family,replay_en_gb,transfer,to play again,re + play → replay,"[{""id"":""part_1"",""kind"":""prefix"",""morphemeKey"":""prefix_RE"",""sourceText"":""re"",""surfaceText"":""re"",""gloss"":""again"",""displayRange"":{""start"":0,""end"":2},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""play"",""surfaceText"":""play"",""gloss"":"""",""displayRange"":{""start"":2,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":2,""end"":2}}]",Put re- before play; the spelling of play stays the same.,Please spell replay.,2,Please spell replay.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,data/adle/approved/d4-mor/v1/d4-mor-v1-word-analyses.json,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,medium,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
play_base_family,replayed_en_gb,transfer,played again,re + play + ed → replayed,"[{""id"":""part_1"",""kind"":""prefix"",""morphemeKey"":""prefix_RE"",""sourceText"":""re"",""surfaceText"":""re"",""gloss"":""again"",""displayRange"":{""start"":0,""end"":2},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""play"",""surfaceText"":""play"",""gloss"":"""",""displayRange"":{""start"":2,""end"":6},""source"":{""morphemesJsonIndex"":1}},{""id"":""part_3"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ed"",""gloss"":""in the past"",""displayRange"":{""start"":6,""end"":8},""source"":{""morphemesJsonIndex"":2}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":2,""end"":2}},{""afterPartId"":""part_2"",""beforePartId"":""part_3"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":6,""end"":6}}]",Put re- before play and add -ed; the spelling of play stays the same.,Please spell replayed.,2,Please spell replayed.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,data/adle/approved/d4-mor/v1/d4-mor-v1-word-analyses.json,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,medium,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
port_base_family,port_en_gb,base,a place where ships load and unload,port,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""port"",""surfaceText"":""port"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell port.,2,Please spell port.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
port_base_family,transport_en_gb,authentic_target,to carry people or things across or from one place to another,trans + port → transport,"[{""id"":""part_1"",""kind"":""prefix"",""morphemeKey"":null,""sourceText"":""trans"",""surfaceText"":""trans"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""port"",""surfaceText"":""port"",""gloss"":"""",""displayRange"":{""start"":5,""end"":9},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The spelling of the base is kept in the longer word.,Please spell transport.,2,Please spell transport.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
