micro_skill_key,content_version,version_status,is_active,teaching_objective,child_friendly_explanation,rule_explanation,memory_tip,anchor_word_key,ordered_example_word_keys,contrast_word_keys,common_misconceptions,first_exposure_progression,review_progression,source_category,source_name,source_url,source_licence,source_use_note,confidence,supersedes_content_version,final_readiness_review_status,final_readiness_reviewed_by,final_readiness_reviewed_at
D4_PAT_DOUBLING_PATTERNS_MEDIAL_SHORT_VOWEL,draft_source_intake_v1,draft,FALSE,Draft objective: Use medial doubled consonants after a short vowel.,Draft for review: notice the spelling pattern in rabbit and compare it with the examples.,"In many base words, a doubled consonant after the vowel helps show that the vowel is short.",,rabbit_en_gb,rabbit_en_gb|happy_en_gb|letter_en_gb|dinner_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_DOUBLING_PATTERNS_COMMON_DOUBLE_LETTER_WORDS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell common base words with remembered double letters.,Draft for review: notice the spelling pattern in little and compare it with the examples.,Some common words contain doubled letters that are best learned as part of the word spelling.,,little_en_gb,little_en_gb|pretty_en_gb|summer_en_gb|carry_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_SILENT_LETTERS_KN,draft_source_intake_v1,draft,FALSE,Draft objective: Spell initial silent kn words.,Draft for review: notice the spelling pattern in know and compare it with the examples.,"In some words, initial kn is spelled with k even though the k is not pronounced.",,know_en_gb,know_en_gb|knee_en_gb|knife_en_gb|knock_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_SILENT_LETTERS_WR,draft_source_intake_v1,draft,FALSE,Draft objective: Spell initial silent wr words.,Draft for review: notice the spelling pattern in write and compare it with the examples.,"In some words, initial wr is spelled with w even though the w is not pronounced.",,write_en_gb,write_en_gb|wrong_en_gb|wrist_en_gb|wrap_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_SILENT_LETTERS_GN_INITIAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell initial silent gn words.,Draft for review: notice the spelling pattern in gnome and compare it with the examples.,"In some words, initial gn is spelled with g even though the g is not pronounced.",,gnome_en_gb,gnome_en_gb|gnat_en_gb|gnaw_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_SILENT_LETTERS_GN_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final silent gn words.,Draft for review: notice the spelling pattern in sign and compare it with the examples.,"In some words, final gn is spelled with g even though the g is not pronounced.",,sign_en_gb,sign_en_gb|design_en_gb|align_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_SILENT_LETTERS_MB,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final silent mb words.,Draft for review: notice the spelling pattern in lamb and compare it with the examples.,"In some words, final mb is spelled with b even though the b is not pronounced.",,lamb_en_gb,lamb_en_gb|thumb_en_gb|comb_en_gb|climb_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_SILENT_LETTERS_BT,draft_source_intake_v1,draft,FALSE,Draft objective: Spell common silent b/t words.,Draft for review: notice the spelling pattern in debt and compare it with the examples.,Some common words contain silent b or t and need to be learned as stable spelling patterns.,,debt_en_gb,debt_en_gb|doubt_en_gb|subtle_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_SILENT_LETTERS_L_SILENT,draft_source_intake_v1,draft,FALSE,Draft objective: Spell common silent l words.,Draft for review: notice the spelling pattern in walk and compare it with the examples.,"In some common words, l is written but not clearly pronounced.",,walk_en_gb,walk_en_gb|talk_en_gb|calm_en_gb|half_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_SILENT_LETTERS_H_INITIAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell common silent h words.,Draft for review: notice the spelling pattern in honest and compare it with the examples.,"In some common words, initial h is written but not pronounced.",,honest_en_gb,honest_en_gb|hour_en_gb|honour_en_gb|heir_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_SILENT_LETTERS_W_AFTER_S,draft_source_intake_v1,draft,FALSE,Draft objective: Spell silent w after s in common words.,Draft for review: notice the spelling pattern in sword and compare it with the examples.,"In some words, w is written after s but is not pronounced.",,sword_en_gb,sword_en_gb|answer_en_gb|two_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_WA_WOR_WA,draft_source_intake_v1,draft,FALSE,Draft objective: Spell altered vowel sounds in wa words.,Draft for review: notice the spelling pattern in was and compare it with the examples.,"After w, the letter a often sounds like /o/ or /ɒ/ rather than short /a/.",,was_en_gb,was_en_gb|want_en_gb|wash_en_gb|watch_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_WA_WOR_WAR,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /wor/ or /waw/ sound with war.,Draft for review: notice the spelling pattern in war and compare it with the examples.,"In many words, war represents a /wor/ or /waw/ sound, not a simple /war/ sound.",,war_en_gb,war_en_gb|warm_en_gb|ward_en_gb|towards_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_WA_WOR_WOR,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /wer/ sound with wor.,Draft for review: notice the spelling pattern in word and compare it with the examples.,"In many words, wor represents a /wer/ sound.",,word_en_gb,word_en_gb|work_en_gb|world_en_gb|worm_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_CONTRACTIONS_NOT,draft_source_intake_v1,draft,FALSE,Draft objective: Spell negative contractions.,Draft for review: notice the spelling pattern in can't and compare it with the examples.,"In negative contractions, the apostrophe shows omitted letters from not.",,can_t_en_gb,can_t_en_gb|don_t_en_gb|won_t_en_gb|isn_t_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_CONTRACTIONS_PRONOUN_VERB,draft_source_intake_v1,draft,FALSE,Draft objective: Spell pronoun + verb contractions.,Draft for review: notice the spelling pattern in i'm and compare it with the examples.,"In pronoun contractions, the apostrophe shows omitted letters from words such as am, is, are, will, or have.",,i_m_en_gb,i_m_en_gb|she_s_en_gb|we_re_en_gb|they_ll_en_gb|i_ve_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_CONTRACTIONS_D_FOR_WOULD_HAD,draft_source_intake_v1,draft,FALSE,Draft objective: Spell 'd contractions for would and had.,Draft for review: notice the spelling pattern in i'd and compare it with the examples.,The contraction 'd can stand for would or had; children should link it to the full form.,,i_d_en_gb,i_d_en_gb|you_d_en_gb|he_d_en_gb|they_d_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PAT_CONTRACTIONS_IRREGULAR_COMMON,draft_source_intake_v1,draft,FALSE,Draft objective: Spell common irregular contractions.,Draft for review: notice the spelling pattern in won't and compare it with the examples.,Some common contractions have unusual spelling changes and should be learned as fixed forms.,,won_t_en_gb,won_t_en_gb|can_t_en_gb|shan_t_en_gb|let_s_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SCHWA_INITIAL_A_INITIAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell initial unstressed a-.,Draft for review: notice the spelling pattern in about and compare it with the examples.,Unstressed vowels can sound unclear; children should preserve the correct written vowel even when it is weak in speech.,,about_en_gb,about_en_gb|again_en_gb|around_en_gb|away_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SCHWA_INITIAL_E_INITIAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell initial unstressed e-.,Draft for review: notice the spelling pattern in enough and compare it with the examples.,Some words begin with a weak unstressed e- sound; children should preserve the written e.,,enough_en_gb,enough_en_gb|eleven_en_gb|erase_en_gb|escape_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SCHWA_INITIAL_O_INITIAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell initial unstressed o-.,Draft for review: notice the spelling pattern in occur and compare it with the examples.,Some words begin with a weak unstressed o- sound; children should preserve the written o.,,occur_en_gb,occur_en_gb|opinion_en_gb|oppose_en_gb|object_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SCHWA_MEDIAL_COMMON_WEAK_VOWELS,draft_source_intake_v1,draft,FALSE,Draft objective: Preserve weak middle vowels in common words.,Draft for review: notice the spelling pattern in family and compare it with the examples.,Weak middle vowels can be hard to hear; children should preserve the correct vowel in the middle of common words.,,family_en_gb,family_en_gb|different_en_gb|separate_en_gb|every_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SCHWA_MEDIAL_NATURAL_ACTUAL,draft_source_intake_v1,draft,FALSE,Draft objective: Preserve weak vowel in natural/actual type words.,Draft for review: notice the spelling pattern in natural and compare it with the examples.,"In words such as natural and actual, a weak vowel must still be represented in the spelling.",,natural_en_gb,natural_en_gb|actual_en_gb|factual_en_gb|ritual_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SCHWA_FINAL_ER_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final unstressed -er.,Draft for review: notice the spelling pattern in teacher and compare it with the examples.,Many words end with a weak final /uh/ sound spelled -er.,,teacher_en_gb,teacher_en_gb|worker_en_gb|runner_en_gb|mother_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SCHWA_FINAL_OR_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final unstressed -or.,Draft for review: notice the spelling pattern in doctor and compare it with the examples.,Some words end with a weak final /uh/ sound spelled -or.,,doctor_en_gb,doctor_en_gb|actor_en_gb|visitor_en_gb|sailor_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SCHWA_FINAL_AR_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final unstressed -ar.,Draft for review: notice the spelling pattern in dollar and compare it with the examples.,Some words end with a weak final /uh/ sound spelled -ar.,,dollar_en_gb,dollar_en_gb|grammar_en_gb|calendar_en_gb|popular_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SCHWA_FINAL_A_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final unstressed -a.,Draft for review: notice the spelling pattern in sofa and compare it with the examples.,Some words end with a weak final /uh/ sound spelled -a.,,sofa_en_gb,sofa_en_gb|zebra_en_gb|pizza_en_gb|comma_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_IRRE_TRICKY_WORDS_SIMPLE_HIGH_FREQUENCY,draft_source_intake_v1,draft,FALSE,Draft objective: Spell simple high-frequency tricky words.,Draft for review: notice the spelling pattern in said and compare it with the examples.,Some short high-frequency words have unusual spellings and need to be remembered as fixed word forms.,,said_en_gb,said_en_gb|says_en_gb|one_en_gb|once_en_gb|two_en_gb|eye_en_gb|who_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_IRRE_TRICKY_WORDS_COMMON_HIGH_FREQUENCY,draft_source_intake_v1,draft,FALSE,Draft objective: Spell common medium-difficulty tricky words.,Draft for review: notice the spelling pattern in friend and compare it with the examples.,Some common words contain unusual vowel or consonant spellings that cannot be reliably predicted from sound alone.,,friend_en_gb,friend_en_gb|people_en_gb|many_en_gb|busy_en_gb|build_en_gb|whole_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_IRRE_TRICKY_WORDS_COMPLEX_HIGH_FREQUENCY,draft_source_intake_v1,draft,FALSE,Draft objective: Spell longer high-frequency tricky words.,Draft for review: notice the spelling pattern in business and compare it with the examples.,"Some longer common words have unusual spellings and need word-specific memory, sometimes supported by word families or mnemonic cues.",,business_en_gb,business_en_gb|favourite_en_gb|usually_en_gb|because_en_gb|beautiful_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_IRRE_TRICKY_WORDS_FUNCTION_WORDS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell irregular function words.,Draft for review: notice the spelling pattern in the and compare it with the examples.,Some very common grammar words are reduced in speech or have fixed spellings that cannot be reliably predicted from sound alone.,,the_en_gb,the_en_gb|a_en_gb|to_en_gb|of_en_gb|was_en_gb|as_en_gb|were_en_gb|does_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_IRRE_TRICKY_WORDS_OULD_WORDS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell common ould words.,Draft for review: notice the spelling pattern in could and compare it with the examples.,"The common words could, would, and should are spelled with ould. The mnemonic “Oh U Lucky Duck” can help children remember the unusual ould letter string.",,could_en_gb,could_en_gb|would_en_gb|should_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_SYLLABLE_DIVISION_OPEN_CLOSED,draft_source_intake_v1,draft,FALSE,Draft objective: Divide words into open and closed syllables.,Draft for review: notice the spelling pattern in rabbit and compare it with the examples.,Children can split longer words into syllables to help decide whether vowels are short or long.,,rabbit_en_gb,rabbit_en_gb|tiger_en_gb|robot_en_gb|lemon_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_SYLLABLE_DIVISION_CONSONANT_PATTERNS,draft_source_intake_v1,draft,FALSE,Draft objective: Divide words around consonant patterns.,Draft for review: notice the spelling pattern in basket and compare it with the examples.,Consonant patterns help children find useful spelling chunks in longer words.,,basket_en_gb,basket_en_gb|window_en_gb|picnic_en_gb|button_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_SYLLABLE_DIVISION_MEANING_CHUNKS,draft_source_intake_v1,draft,FALSE,Draft objective: Divide longer words into meaningful chunks.,Draft for review: notice the spelling pattern in replay and compare it with the examples.,"Prefixes, suffixes, bases, and compounds can help children split longer words for spelling.",,replay_en_gb,replay_en_gb|unfair_en_gb|helpful_en_gb|bedroom_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_CONSONANT_LE_BLE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final -ble syllables.,Draft for review: notice the spelling pattern in table and compare it with the examples.,Many words end with a final consonant + le syllable; children should preserve the full final syllable.,,table_en_gb,table_en_gb|bubble_en_gb|simple_en_gb|possible_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_CONSONANT_LE_DLE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final -dle syllables.,Draft for review: notice the spelling pattern in candle and compare it with the examples.,The final /dul/ syllable is often spelled -dle.,,candle_en_gb,candle_en_gb|handle_en_gb|middle_en_gb|puddle_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_CONSONANT_LE_GLE_KLE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final -gle and -kle syllables.,Draft for review: notice the spelling pattern in angle and compare it with the examples.,Final /gul/ and /kul/ syllables are often spelled -gle and -kle.,,angle_en_gb,angle_en_gb|giggle_en_gb|ankle_en_gb|sparkle_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_CONSONANT_LE_PLE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final -ple syllables.,Draft for review: notice the spelling pattern in apple and compare it with the examples.,Some words end with the stable final syllable -ple.,,apple_en_gb,apple_en_gb|simple_en_gb|purple_en_gb|example_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_CONSONANT_LE_TLE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final -tle syllables.,Draft for review: notice the spelling pattern in little and compare it with the examples.,The final /tul/ syllable is often spelled -tle.,,little_en_gb,little_en_gb|bottle_en_gb|castle_en_gb|turtle_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_FINAL_STABLE_SYLLABLES_TION,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final -tion syllables.,Draft for review: notice the spelling pattern in action and compare it with the examples.,"Many longer words end with the stable final syllable -tion, often sounding like /shun/.",,action_en_gb,action_en_gb|station_en_gb|invention_en_gb|attention_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_FINAL_STABLE_SYLLABLES_SION,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final -sion syllables.,Draft for review: notice the spelling pattern in vision and compare it with the examples.,"Some longer words end with -sion, which can sound like /shun/ or /zhun/.",,vision_en_gb,vision_en_gb|division_en_gb|confusion_en_gb|extension_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_SYL_FINAL_STABLE_SYLLABLES_TURE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final -ture syllables.,Draft for review: notice the spelling pattern in picture and compare it with the examples.,The final syllable sounding like /chuh/ or /cher/ is often spelled -ture.,,picture_en_gb,picture_en_gb|future_en_gb|nature_en_gb|creature_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
