schema_version,inventory_fingerprint,source_file_sha256,source_file_name,source_row_number,passage_id,case_id,family,source_text,focus_surface,start_utf16,end_utf16,span_validated,primary_focus_preselected,primary_selection_rule,source_reference,authored_by,authorship_confirmed_claim,source_group_claim,authorship_resolution_id,source_authorship,identifier_generation,declared_construction,declared_subtype,protected_set_tags_json,classification,intended_alternative,supported_construction,primary_focus_approved,primary_label_id,primary_labeler,primary_label_timestamp_utc,primary_notes
1,375e6e278d6c41e550ae0837652ab1107dfc178b0e64344d71a4996435e2fd36,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,186,v3-its-its-0185,v3-its-its-0185-its-its-01,ITS_ITS,"The club displayed it's new poster in the art room, but the old one stayed in storage. Nobody noticed until the end of the lesson.",it's,19,23,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=186,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,6250ca1007d57368db83bc485d7b8307db42756918984fa3a0a5605452306cea,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,187,v3-its-its-0186,v3-its-its-0186-its-its-01,ITS_ITS,"While everyone packed away, the kitten lifted it's lead and looked towards the window. A few minutes later, the group moved on.",it's,46,50,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=187,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,a8b2e29702edd2e7c6752f33ecf4b4e808859d1dde5d8a0f671ebfd2990147e9,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,188,v3-its-its-0187,v3-its-its-0187-its-its-01,ITS_ITS,"As the class lined up, the rabbit lifted it's collar and looked towards the radiator. Later, everyone laughed about how easy it was to miss.",it's,41,45,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=188,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,c2f2c598bdf90106b71bf7f6d80f93648293fed2af790ed82085e3a241d51f66,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,189,v3-its-its-0188,v3-its-its-0188-its-its-01,ITS_ITS,The machine stopped because it's power cable had come loose behind the storage box. Nobody noticed until the end of the lesson.,it's,28,32,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=189,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,c1c03577b0b81f6d121d269a07543d1cfaf1332e3503ec98f04aea995d0cef20,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,190,v3-its-its-0189,v3-its-its-0189-its-its-01,ITS_ITS,The machine stopped because it's power cable had come loose behind the stage. No one needed to change the plan.,it's,28,32,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=190,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,81d6f8bd6bde570e3d5b7065fcd85386d1db69d57b2447ec60e77b0bfd52221c,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,191,v3-its-its-0190,v3-its-its-0190-its-its-01,ITS_ITS,Everyone praised the model for it's careful design and smooth movement. The teacher checked again before everyone left.,it's,31,35,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=191,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,93e25d832fa09ef263f674cc0058bc26927f0a1541f9ead248a6feb8d2368cd0,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,192,v3-its-its-0191,v3-its-its-0191-its-its-01,ITS_ITS,Everyone praised the model for it's careful design and smooth movement. That detail mattered when they tidied the room.,it's,31,35,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=192,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,2553c9cc1815d0a0ab26b4c99d43772fa3e0387b3cded4384bab11624a27741f,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,193,v3-its-its-0192,v3-its-its-0192-its-its-01,ITS_ITS,"Everyone praised the model for it's careful design and smooth movement. A few minutes later, the group moved on. Later, Arthur checked the science model before leaving.",it's,31,35,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=193,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,ba680493e5678f52d1595ac45831af2ab3a275c2bae732735a4bea6e863aecae,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,194,v3-its-its-0193,v3-its-its-0193-its-its-01,ITS_ITS,The kitten tucked it's wing beneath the blanket while Ava watched. That detail mattered when they tidied the room.,it's,18,22,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=194,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,fdb261b1d245be6f0f1900f9e107e903e286cdbebea4b5d762999baaaba8ef6f,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,195,v3-its-its-0194,v3-its-its-0194-its-its-01,ITS_ITS,"Everyone praised the model for it's careful design and smooth movement. By home time, everything had been put back in order.",it's,31,35,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=195,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,d7a905d7f268de7d222922213754433d9f1fd8b33a89acd692462eaa6b4c7d2d,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,196,v3-its-its-0195,v3-its-its-0195-its-its-01,ITS_ITS,"When the doors opened, the hamster lifted it's feather and looked towards the window. A few minutes later, the group moved on.",it's,42,46,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=196,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,4502151d9a62f633e1c8bef40cfeb72b578f6a3202d278bf172bc8872e6cd860,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,197,v3-its-its-0196,v3-its-its-0196-its-its-01,ITS_ITS,"The machine stopped because it's power cable had come loose behind the window. Later, everyone laughed about how easy it was to miss.",it's,28,32,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=197,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,7234f09c469f1f828ad2806755acb9e09605b56c72bf75efcd1ab805f2774fab,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,198,v3-its-its-0197,v3-its-its-0197-its-its-01,ITS_ITS,"Thomas put the camera back in it's padded case after the lesson. Later, everyone laughed about how easy it was to miss.",it's,30,34,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=198,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,4585487d93b4b0ad33887f0b6def381b56cc2eddfc8c22da9223ea033ba85734,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,199,v3-its-its-0198,v3-its-its-0198-its-its-01,ITS_ITS,"Everyone praised the model for it's careful design and smooth movement. No one needed to change the plan. Later, Jack checked the science model before leaving.",it's,31,35,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=199,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,5ba2a44ea0fe5a2aabfcac1d694069d8d459b1ab9f6c807b9e332ffa648cb021,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,200,v3-its-its-0199,v3-its-its-0199-its-its-01,ITS_ITS,"The dog tucked it's paw beneath the blanket while Millie watched. A few minutes later, the group moved on.",it's,15,19,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=200,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,eb4a32809a009cf995ca988a74fc6b680af670898d400ee95d5b520fd0827a16,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,201,v3-its-its-0200,v3-its-its-0200-its-its-01,ITS_ITS,"The rabbit tucked it's lead beneath the blanket while Ava watched. A few minutes later, the group moved on.",it's,18,22,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=201,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,3ef9c551d4e047f9183d9a09a3218c4711b3d0bd3e260dd80e4c9bff38430a89,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,202,v3-its-its-0201,v3-its-its-0201-its-its-01,ITS_ITS,"The pony tucked it's ear beneath the blanket while Amelia watched. Later, everyone laughed about how easy it was to miss.",it's,16,20,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=202,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,4154d0ab740c2612215cd32a9ebe67c2275ab799a07b837f2de9cb5bdac52c8b,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,203,v3-its-its-0202,v3-its-its-0202-its-its-01,ITS_ITS,The machine stopped because it's power cable had come loose behind the garden gate. The class carried on without any delay.,it's,28,32,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=203,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,5140e8aff64b3866bce810ad560645b76ed54744f6ae1c5b61c51ed3ed932a0d,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,204,v3-its-its-0203,v3-its-its-0203-its-its-01,ITS_ITS,"The tortoise tucked it's tail beneath the blanket while Mia watched. By home time, everything had been put back in order.",it's,20,24,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=204,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,61f346d2d56c6b4f41eda6cf8bdf5647d0a362b84f883e5479aeae4159dd1090,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,205,v3-its-its-0204,v3-its-its-0204-its-its-01,ITS_ITS,"Everyone praised the model for it's careful design and smooth movement. Later, everyone laughed about how easy it was to miss. Later, Alfie checked the science model before leaving.",it's,31,35,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=205,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,943d19fd386861a589f521da36648253ccecbc3c4fdab919c046293944fdbbfe,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,206,v3-its-its-0205,v3-its-its-0205-its-its-01,ITS_ITS,The machine stopped because it's power cable had come loose behind the window. Nobody noticed until the end of the lesson.,it's,28,32,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=206,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,782e0b556570564eb53f6efbc33f20ef47b5447a44d1389ec962bf35bbc30176,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,207,v3-its-its-0206,v3-its-its-0206-its-its-01,ITS_ITS,Sophie put the camera back in it's padded case after the lesson. Nobody noticed until the end of the lesson.,it's,30,34,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=207,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,27ac0c0a94709625ddaf062e7dd447e1bf663c13da3f619496171ce20b17dbec,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,208,v3-its-its-0207,v3-its-its-0207-its-its-01,ITS_ITS,The machine stopped because it's power cable had come loose behind the radiator. The teacher checked again before everyone left.,it's,28,32,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=208,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,dd2cc3325967fe37638bc76730a28a9a2274b0366d8f5ef9ac4aad0dec0059ec,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,209,v3-its-its-0208,v3-its-its-0208-its-its-01,ITS_ITS,"While everyone packed away, the hamster lifted it's coat and looked towards the teacher's desk. A few minutes later, the group moved on.",it's,47,51,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=209,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,595c1984a8117b6c0f86e7d9b9c0c67d8c7e19d10703b6d6517c5a9600af34fc,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,210,v3-its-its-0209,v3-its-its-0209-its-its-01,ITS_ITS,"Noah put the camera back in it's padded case after the lesson. Later, everyone laughed about how easy it was to miss.",it's,28,32,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=210,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,c875fffb5c1f29787ba06a80bad7261a84f0425dd2f82bfbd7182efa238cf922,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,211,v3-its-its-0210,v3-its-its-0210-its-its-01,ITS_ITS,"After lunch, the puppy lifted it's leg and looked towards the sink. The teacher checked again before everyone left.",it's,30,34,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=211,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,7fe1a8562a8e6132d47d347167ca9075ed2c56c169e62742f9b9fb8f5beb0eb6,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,212,v3-its-its-0211,v3-its-its-0211-its-its-01,ITS_ITS,The instructions say its designed to fold flat. Nobody noticed until the end of the lesson.,its,21,24,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=212,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,5598e610fdeb0b96aedcff1967fce1ed882c8bb68d46490e6c4b363b138dccf3,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,213,v3-its-its-0212,v3-its-its-0212-its-its-01,ITS_ITS,"If its bright tomorrow, the class can use it after lunch. By home time, everything had been put back in order.",its,3,6,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=213,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,5053f83f28cd023a20387ae7462828145e7e1ea79d6218018e33b2a326934430,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,214,v3-its-its-0213,v3-its-its-0213-its-its-01,ITS_ITS,"If its quiet tomorrow, the class can use it after lunch. Later, everyone laughed about how easy it was to miss.",its,3,6,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=214,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,7c130c09f8c5291f38431a55ce5176ac9f6f11ce108cd2d3e31e09f246752e2c,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,215,v3-its-its-0214,v3-its-its-0214-its-its-01,ITS_ITS,"If its careful tomorrow, the class can use it after lunch. The teacher checked again before everyone left.",its,3,6,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=215,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
