word_key,normalised_word,display_word,dialect_code,previous_frequency_band,promoted_frequency_band,frequency_changed,frequency_source_used,recommended_frequency_band,previous_age_band,promoted_age_band,age_changed,recommended_age_number,recommended_age_number_unrounded,age_source_status,age_review_flags,promotion_status,review_notes
lunch_en_gb,lunch,lunch,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
machine_en_gb,machine,machine,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,9.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mack_en_gb,mack,mack,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,5,5,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_5_6,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
made_en_gb,made,made,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
magic_en_gb,magic,magic,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
magician_en_gb,magician,magician,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
make_en_gb,make,make,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,mid_secondary,TRUE,15,14.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
making_en_gb,making,making,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_6_7,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mansion_en_gb,mansion,mansion,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
many_en_gb,many,many,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
map_en_gb,map,map,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mapped_en_gb,Mapped,Mapped,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_6_7,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mask_en_gb,mask,mask,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mat_en_gb,mat,mat,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,mid_secondary,TRUE,15,14.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
match_en_gb,match,match,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
may_en_gb,may,may,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
me_en_gb,me,me,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mention_en_gb,mention,mention,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
message_en_gb,message,message,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mice_en_gb,mice,mice,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
middle_en_gb,middle,middle,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
milk_en_gb,milk,milk,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mind_en_gb,mind,mind,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
misread_en_gb,misread,misread,en-GB,medium,low,TRUE,wordfreq,low,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
miss_en_gb,miss,miss,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mission_en_gb,mission,mission,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,9.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
misspell_en_gb,misspell,misspell,en-GB,medium,low,TRUE,wordfreq,low,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mistake_en_gb,mistake,mistake,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
money_en_gb,money,money,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
moon_en_gb,moon,moon,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mop_en_gb,mop,mop,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
more_en_gb,more,more,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
moth_en_gb,moth,moth,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mother_en_gb,mother,mother,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mouse_en_gb,mouse,mouse,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
move_en_gb,move,move,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
much_en_gb,much,much,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
mud_en_gb,mud,mud,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
music_en_gb,music,music,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
musical_en_gb,musical,musical,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.62,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
musician_en_gb,musician,musician,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
my_en_gb,my,my,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
national_en_gb,national,national,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,mid_secondary,TRUE,14,13.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
natural_en_gb,natural,natural,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,9.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
nature_en_gb,nature,nature,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
nature_natural_en_gb,nature/natural,nature/natural,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7,manual_uk_curriculum_fill,compound_or_multi_form_review|manual_uk_curriculum_age_fill|source_band:age_7_8,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
near_en_gb,near,near,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
needed_en_gb,needed,needed,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_5_6,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
neighbour_en_gb,neighbour,neighbour,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,8,8,uk_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
nervous_en_gb,nervous,nervous,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
net_en_gb,net,net,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
new_en_gb,new,new,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
nice_en_gb,nice,nice,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,11.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
nicer_en_gb,nicer,nicer,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,uk_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
nicest_en_gb,nicest,nicest,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,uk_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
night_en_gb,night,night,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
no_en_gb,no,no,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
nose_en_gb,nose,nose,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
now_en_gb,now,now,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
nurse_en_gb,nurse,nurse,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,9.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
object_en_gb,object,object,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,lower_secondary,TRUE,13,12.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
occur_en_gb,occur,occur,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,9.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
of_en_gb,of,of,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
off_en_gb,off,off,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
official_en_gb,official,official,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,10.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
old_en_gb,old,old,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
once_en_gb,once,once,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
one_en_gb,one,one,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
opened_en_gb,opened,opened,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_5_6,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
opinion_en_gb,opinion,opinion,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
oppose_en_gb,oppose,oppose,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
option_en_gb,option,option,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,mid_secondary,TRUE,15,14.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
orange_en_gb,orange,orange,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
out_en_gb,out,out,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
own_en_gb,own,own,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
package_en_gb,package,package,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
page_en_gb,page,page,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
paint_en_gb,paint,paint,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
pan_en_gb,pan,pan,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
pane_en_gb,pane,pane,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
panic_en_gb,panic,panic,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,lower_secondary,TRUE,13,12.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
paper_en_gb,paper,paper,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
park_en_gb,park,park,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
partial_en_gb,partial,partial,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,10.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
parties_en_gb,parties,parties,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
passed_en_gb,passed,passed,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,9,uk_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
passion_en_gb,passion,passion,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,lower_secondary,TRUE,13,12.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
past_en_gb,past,past,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
path_en_gb,path,path,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
payment_en_gb,payment,payment,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
peace_en_gb,peace,peace,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
pen_en_gb,pen,pen,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
people_en_gb,people,people,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
person_en_gb,person,person,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
personal_en_gb,personal,personal,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
pet_en_gb,pet,pet,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
phone_en_gb,phone,phone,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
photo_en_gb,photo,photo,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
photograph_en_gb,photograph,photograph,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
photography_en_gb,photography,photography,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
picnic_en_gb,picnic,picnic,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,9.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
picture_en_gb,picture,picture,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
pie_en_gb,pie,pie,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
piece_en_gb,piece,piece,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
pilot_en_gb,pilot,pilot,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
pin_en_gb,pin,pin,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
pink_en_gb,pink,pink,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,later_review,TRUE,17,16.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
pizza_en_gb,pizza,pizza,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
place_en_gb,place,place,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,lower_secondary,TRUE,12,11.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
plain_en_gb,plain,plain,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
plan_en_gb,plan,plan,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
plane_en_gb,plane,plane,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,9.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
planned_en_gb,planned,planned,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
plastic_en_gb,plastic,plastic,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,lower_secondary,TRUE,13,12.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
play_en_gb,play,play,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
player_en_gb,player,player,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
played_en_gb,played,played,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_5_6,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
playground_en_gb,playground,playground,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
playing_en_gb,playing,playing,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_5_6,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
plays_en_gb,plays,plays,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_5_6,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
please_en_gb,please,please,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
point_en_gb,point,point,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
poisonous_en_gb,poisonous,poisonous,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
politician_en_gb,politician,politician,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,9.25,aoa_and_uk,aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
pool_en_gb,pool,pool,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
popular_en_gb,popular,popular,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
