micro_skill_key,content_version,version_status,is_active,teaching_objective,child_friendly_explanation,rule_explanation,memory_tip,common_misconceptions,first_exposure_progression,guided_practice_progression,review_proofreading_progression,example_selection_guidance,contrast_policy_guidance,sample_preview_word_key,source_category,source_name,source_url,source_licence,source_use_note,confidence,supersedes_content_version,final_readiness_review_status,final_readiness_reviewed_by,final_readiness_reviewed_at
D4_INF_ING_ENDINGS_DOUBLE_FINAL_CONSONANT,human_reviewed_v1,active,TRUE,Child can add and spell doubling before -ing while preserving or changing the base word correctly.,"Before adding an ending, find the base word. Then check whether you simply add the ending or need a spelling change.","In many short-vowel words ending vowel + consonant, double the final consonant before adding -ing.",,"Child may spell the ending by how it sounds, forget the base word, omit the ending, or apply a spelling-change rule when it is not needed.",Find the base word; name the ending; check the condition for adding it; model the change or no-change step; then spell base + ending.,"Use familiar base words for doubling before -ing. Prompt the child to say the base, choose the ending, apply the rule, and read the new word in a sentence.","Review: Use mixed inflection retrieval and ask the child to explain the base word and ending before checking spelling. Proofreading: In proofreading, ask the child to underline the base, circle the ending, and check for missing endings or incorrect spelling changes.",Start with short-vowel base words where the final consonant doubling cue is clear; avoid multi-syllable stress exceptions at first.,"Contrast rule conditions only after the base action is secure. Compare one condition at a time, such as consonant + y versus vowel + y.",running_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_INF_ING_ENDINGS_IE_TO_Y,human_reviewed_v1,active,TRUE,Child can add and spell ie-to-y before -ing while preserving or changing the base word correctly.,"Before adding an ending, find the base word. Then check whether you simply add the ending or need a spelling change.","When a base word ends in ie, change ie to y before adding -ing.",,"Child may spell the ending by how it sounds, forget the base word, omit the ending, or apply a spelling-change rule when it is not needed.",Find the base word; name the ending; check the condition for adding it; model the change or no-change step; then spell base + ending.,"Use familiar base words for ie-to-y before -ing. Prompt the child to say the base, choose the ending, apply the rule, and read the new word in a sentence.","Review: Use mixed inflection retrieval and ask the child to explain the base word and ending before checking spelling. Proofreading: In proofreading, ask the child to underline the base, circle the ending, and check for missing endings or incorrect spelling changes.",Start with familiar regular base words; avoid irregular forms and unrelated spelling changes unless the row specifically targets them.,"Contrast rule conditions only after the base action is secure. Compare one condition at a time, such as consonant + y versus vowel + y.",lying_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_INF_COMPARATIVE_SUPERLATIVE_REGULAR,human_reviewed_v1,in_review,FALSE,Child can add and spell regular -er and -est comparisons while preserving or changing the base word correctly.,"Before adding an ending, find the base word. Then check whether you simply add the ending or need a spelling change.",Many adjectives form comparisons by adding -er or -est to the base word.,,"Child may spell the ending by how it sounds, forget the base word, omit the ending, or apply a spelling-change rule when it is not needed.",Find the base word; name the ending; check the condition for adding it; model the change or no-change step; then spell base + ending.,"Use familiar base words for regular -er and -est comparisons. Prompt the child to say the base, choose the ending, apply the rule, and read the new word in a sentence.","Review: Use mixed inflection retrieval and ask the child to explain the base word and ending before checking spelling. Proofreading: In proofreading, ask the child to underline the base, circle the ending, and check for missing endings or incorrect spelling changes.",Start with familiar regular base words; avoid irregular forms and unrelated spelling changes unless the row specifically targets them.,"Contrast rule conditions only after the base action is secure. Compare one condition at a time, such as consonant + y versus vowel + y.",faster_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_INF_COMPARATIVE_SUPERLATIVE_DROP_E,human_reviewed_v1,in_review,FALSE,Child can add and spell drop-e before -er and -est while preserving or changing the base word correctly.,"Before adding an ending, find the base word. Then check whether you simply add the ending or need a spelling change.","When an adjective ends in silent e, drop the e before adding -er or -est.",,"Child may spell the ending by how it sounds, forget the base word, omit the ending, or apply a spelling-change rule when it is not needed.",Find the base word; name the ending; check the condition for adding it; model the change or no-change step; then spell base + ending.,"Use familiar base words for drop-e before -er and -est. Prompt the child to say the base, choose the ending, apply the rule, and read the new word in a sentence.","Review: Use mixed inflection retrieval and ask the child to explain the base word and ending before checking spelling. Proofreading: In proofreading, ask the child to underline the base, circle the ending, and check for missing endings or incorrect spelling changes.",Start with familiar silent-e bases; avoid words where e is retained for soft c/g or other advanced reasons.,"Contrast rule conditions only after the base action is secure. Compare one condition at a time, such as consonant + y versus vowel + y.",,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_INF_COMPARATIVE_SUPERLATIVE_Y_TO_I,human_reviewed_v1,active,TRUE,Child can add and spell y-to-i before -er and -est while preserving or changing the base word correctly.,"Before adding an ending, find the base word. Then check whether you simply add the ending or need a spelling change.","When an adjective ends in consonant + y, change y to i before adding -er or -est.",,"Child may spell the ending by how it sounds, forget the base word, omit the ending, or apply a spelling-change rule when it is not needed.",Find the base word; name the ending; check the condition for adding it; model the change or no-change step; then spell base + ending.,"Use familiar base words for y-to-i before -er and -est. Prompt the child to say the base, choose the ending, apply the rule, and read the new word in a sentence.","Review: Use mixed inflection retrieval and ask the child to explain the base word and ending before checking spelling. Proofreading: In proofreading, ask the child to underline the base, circle the ending, and check for missing endings or incorrect spelling changes.",Start with common consonant + y bases; avoid vowel + y bases until using them deliberately as contrast.,"Contrast rule conditions only after the base action is secure. Compare one condition at a time, such as consonant + y versus vowel + y.",happier_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_INF_COMPARATIVE_SUPERLATIVE_DOUBLE_FINAL_CONSONANT,human_reviewed_v1,active,TRUE,Child can add and spell doubling before -er and -est while preserving or changing the base word correctly.,"Before adding an ending, find the base word. Then check whether you simply add the ending or need a spelling change.","In many short-vowel adjectives ending vowel + consonant, double the final consonant before adding -er or -est.",,"Child may spell the ending by how it sounds, forget the base word, omit the ending, or apply a spelling-change rule when it is not needed.",Find the base word; name the ending; check the condition for adding it; model the change or no-change step; then spell base + ending.,"Use familiar base words for doubling before -er and -est. Prompt the child to say the base, choose the ending, apply the rule, and read the new word in a sentence.","Review: Use mixed inflection retrieval and ask the child to explain the base word and ending before checking spelling. Proofreading: In proofreading, ask the child to underline the base, circle the ending, and check for missing endings or incorrect spelling changes.",Start with short-vowel base words where the final consonant doubling cue is clear; avoid multi-syllable stress exceptions at first.,"Contrast rule conditions only after the base action is secure. Compare one condition at a time, such as consonant + y versus vowel + y.",bigger_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_PAST,human_reviewed_v1,in_review,FALSE,Child can remember and use irregular past tense verbs as fixed irregular forms.,Some changed word forms do not follow the normal ending rule. You have to learn the whole changed form.,Some verbs do not form the past tense with -ed and must be learned as irregular forms.,,"Child may add the regular ending, mix regular and irregular forms, or choose a form that sounds plausible but is not standard.",Show the base form and the irregular form together; explain the meaning change; use the irregular form in a sentence; practise retrieval from the base.,"Use a small set of high-frequency irregular forms for irregular past tense verbs. Prompt the child to say the base, say the changed form, and spell the whole changed word.","Review: Use frequent sentence-level retrieval so the child practises choosing the irregular form in context. Proofreading: In proofreading, ask the child to check whether a regular ending has been wrongly added where an irregular form is needed.",Choose high-frequency irregular forms that appear often in child writing; avoid long lists or rare literary forms.,Contrast with the regular rule only after the irregular form has been learnt; otherwise the regular pattern may interfere.,went_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_PLURALS,human_reviewed_v1,in_review,FALSE,Child can remember and use irregular plurals as fixed irregular forms.,Some changed word forms do not follow the normal ending rule. You have to learn the whole changed form.,Some nouns do not form plurals with regular -s or -es and must be learned as irregular forms.,,"Child may add the regular ending, mix regular and irregular forms, or choose a form that sounds plausible but is not standard.",Show the base form and the irregular form together; explain the meaning change; use the irregular form in a sentence; practise retrieval from the base.,"Use a small set of high-frequency irregular forms for irregular plurals. Prompt the child to say the base, say the changed form, and spell the whole changed word.","Review: Use frequent sentence-level retrieval so the child practises choosing the irregular form in context. Proofreading: In proofreading, ask the child to check whether a regular ending has been wrongly added where an irregular form is needed.",Choose high-frequency irregular forms that appear often in child writing; avoid long lists or rare literary forms.,Contrast with the regular rule only after the irregular form has been learnt; otherwise the regular pattern may interfere.,children_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_PRESENT,human_reviewed_v1,in_review,FALSE,Child can remember and use irregular present tense forms as fixed irregular forms.,Some changed word forms do not follow the normal ending rule. You have to learn the whole changed form.,Some common present-tense forms are irregular and need to be learned as fixed forms.,,"Child may add the regular ending, mix regular and irregular forms, or choose a form that sounds plausible but is not standard.",Show the base form and the irregular form together; explain the meaning change; use the irregular form in a sentence; practise retrieval from the base.,"Use a small set of high-frequency irregular forms for irregular present tense forms. Prompt the child to say the base, say the changed form, and spell the whole changed word.","Review: Use frequent sentence-level retrieval so the child practises choosing the irregular form in context. Proofreading: In proofreading, ask the child to check whether a regular ending has been wrongly added where an irregular form is needed.",Choose high-frequency irregular forms that appear often in child writing; avoid long lists or rare literary forms.,Contrast with the regular rule only after the irregular form has been learnt; otherwise the regular pattern may interfere.,does_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_COMPARISONS,human_reviewed_v1,active,TRUE,Child can remember and use irregular comparison words as fixed irregular forms.,Some changed word forms do not follow the normal ending rule. You have to learn the whole changed form.,Some adjectives do not use regular -er or -est forms and must be learned as irregular comparison words.,,"Child may add the regular ending, mix regular and irregular forms, or choose a form that sounds plausible but is not standard.",Show the base form and the irregular form together; explain the meaning change; use the irregular form in a sentence; practise retrieval from the base.,"Use a small set of high-frequency irregular forms for irregular comparison words. Prompt the child to say the base, say the changed form, and spell the whole changed word.","Review: Use frequent sentence-level retrieval so the child practises choosing the irregular form in context. Proofreading: In proofreading, ask the child to check whether a regular ending has been wrongly added where an irregular form is needed.",Choose high-frequency irregular forms that appear often in child writing; avoid long lists or rare literary forms.,Contrast with the regular rule only after the irregular form has been learnt; otherwise the regular pattern may interfere.,,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_FUNCTION_WORD_HOMOPHONES_TO_TOO_TWO,human_reviewed_v1,active,TRUE,"Child can choose the correct spelling for to, too and two using meaning and grammar.","These words can sound the same or very similar, so your ear is not enough. Use the sentence meaning to choose the right spelling.",Some common function-word homophones sound the same but have different meanings; children must use the sentence meaning to choose the correct spelling.,,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach to for direction/verb link, too for also or too much, and two for the number; use one sentence frame for each before mixing.","Prompt the child to ask: number, also/too much, or ordinary to? Then choose the spelling.","Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.","Contrast is necessary, but introduce only two meanings at first unless the set itself has three forms. Add the full set after the child can explain each role.",too_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_FUNCTION_WORD_HOMOPHONES_THERE_THEIR_THEYRE,human_reviewed_v1,active,TRUE,"Child can choose the correct spelling for there, their and they’re using meaning and grammar.","These words can sound the same or very similar, so your ear is not enough. Use the sentence meaning to choose the right spelling.","The words there, their, and they’re sound alike but have different grammar roles: place, possession, and contraction.",,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach there as place, their as belonging, and they’re as they are; use one clear sentence frame for each before mixing them.","Prompt the child to ask: place, belonging, or they are? Then choose the spelling and explain the choice.","Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.","Introduce the three-way contrast slowly. If overloaded, teach there/their first, then add they’re with the expansion test.",their_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_FUNCTION_WORD_HOMOPHONES_WERE_WHERE_WEAR,human_reviewed_v1,active,TRUE,"Child can choose the correct spelling for were, where and wear using meaning and grammar.","These words can sound the same or very similar, so your ear is not enough. Use the sentence meaning to choose the right spelling.","The words were, where, and wear are chosen by sentence meaning and grammar role.",,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach each word’s meaning or grammar job; put it in a clear sentence frame; for contractions, expand to the full form; then choose the spelling from meaning.","Use short, unambiguous sentences for were, where and wear. Prompt the child to say what the word means or does in the sentence before spelling it.","Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.","Contrast is necessary, but introduce only two meanings at first unless the set itself has three forms. Add the full set after the child can explain each role.",where_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_FUNCTION_WORD_HOMOPHONES_FOR_FOUR_OF_OFF,human_reviewed_v1,active,TRUE,"Child can choose the correct spelling for for, four, of and off using meaning and grammar.","These words can sound the same or very similar, so your ear is not enough. Use the sentence meaning to choose the right spelling.",Some short common words are confused because they sound similar; children should use meaning and sentence role to choose the correct spelling.,,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach meanings separately: four is the number, for gives purpose, of links nouns, and off means away/not on; mix only after each is known.",Use short sentences and prompt the child to identify the meaning before spelling; keep of/off separate from for/four if confusion appears.,"Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.",Avoid a four-way contrast at first if the child is overloaded; use two-word contrasts and build up.,four_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_CONTRACTION_POSSESSIVE_YOUR_YOURE,human_reviewed_v1,active,TRUE,Child can choose the correct spelling for your and you’re using meaning and grammar.,You’re means you are. Your means belonging to you. Test the sentence by saying you are.,Your shows possession; you’re is the contraction of you are. Children should use the sentence meaning to choose the correct spelling.,,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach the replacement test first: say you are. If it works, use you’re; if it does not, use your.",Use short sentences and prompt the child to run the you are test before choosing the spelling.,"Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.","Contrast is essential, but keep the replacement test visible until the choice becomes automatic.",you_re_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_CONTRACTION_POSSESSIVE_ITS_ITS,human_reviewed_v1,active,TRUE,Child can choose the correct spelling for its and it’s using meaning and grammar.,It’s means it is or it has. Its means belonging to it. Test the sentence by saying it is.,Its shows possession; it’s is the contraction of it is or it has. Children should use the sentence meaning to choose the correct spelling.,,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach the meaning test first: replace it’s with it is or it has. If the sentence works, use the apostrophe; if not, use possessive its.",Use short sentences and prompt the child to run the it is/it has test before choosing the spelling.,"Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.","Contrast is essential, but keep the replacement test visible until the choice becomes automatic.",it_s_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_CONTRACTION_POSSESSIVE_WHOS_WHOSE,human_reviewed_v1,active,TRUE,Child can choose the correct spelling for who’s and whose using meaning and grammar.,Who’s means who is or who has. Whose asks who something belongs to.,Who’s is the contraction of who is or who has; whose shows possession. Children should use meaning to choose the correct spelling.,,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach the replacement test first: try who is or who has. If it works, use who’s; if it shows belonging, use whose.","Use short questions and sentences, prompting the child to test who is/who has before spelling.","Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.","Contrast is necessary, but introduce only two meanings at first unless the set itself has three forms. Add the full set after the child can explain each role.",whose_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_CONTRACTION_POSSESSIVE_WERE_WERE,human_reviewed_v1,active,TRUE,Child can choose the correct spelling for were and we’re using meaning and grammar.,We’re means we are. Were is a past-tense verb. Test the sentence by saying we are.,We’re is the contraction of we are; were is a past-tense verb. Children should use sentence grammar to choose the correct spelling.,,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach the replacement test first: if we are works, use we’re; otherwise check whether were is the verb.",Use short sentence pairs and prompt the child to run the we are test before choosing.,"Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.","Contrast is necessary, but introduce only two meanings at first unless the set itself has three forms. Add the full set after the child can explain each role.",we_re_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_CONTENT_WORD_HOMOPHONES_SEE_SEA,human_reviewed_v1,active,TRUE,Child can choose the correct spelling for see and sea using meaning and grammar.,"These words can sound the same or very similar, so your ear is not enough. Use the sentence meaning to choose the right spelling.",Some content words sound the same but have different meanings; children must use sentence meaning to choose the correct spelling.,,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach each word’s meaning or grammar job; put it in a clear sentence frame; for contractions, expand to the full form; then choose the spelling from meaning.","Use short, unambiguous sentences for see and sea. Prompt the child to say what the word means or does in the sentence before spelling it.","Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.","Contrast is necessary, but introduce only two meanings at first unless the set itself has three forms. Add the full set after the child can explain each role.",sea_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_CONTENT_WORD_HOMOPHONES_RIGHT_WRITE,human_reviewed_v1,active,TRUE,Child can choose the correct spelling for right and write using meaning and grammar.,"These words can sound the same or very similar, so your ear is not enough. Use the sentence meaning to choose the right spelling.",Right and write sound the same but have different meanings; children should choose by sentence context.,,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach each word’s meaning or grammar job; put it in a clear sentence frame; for contractions, expand to the full form; then choose the spelling from meaning.","Use short, unambiguous sentences for right and write. Prompt the child to say what the word means or does in the sentence before spelling it.","Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.","Contrast is necessary, but introduce only two meanings at first unless the set itself has three forms. Add the full set after the child can explain each role.",write_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_HOM_CONTENT_WORD_HOMOPHONES_PEACE_PIECE,human_reviewed_v1,active,TRUE,Child can choose the correct spelling for peace and piece using meaning and grammar.,"These words can sound the same or very similar, so your ear is not enough. Use the sentence meaning to choose the right spelling.",Peace and piece sound the same but have different meanings; children should use meaning to choose the correct spelling.,,"Child may choose by sound alone, use the most familiar spelling everywhere, or ignore grammar clues such as possession, place, number, verb, or contraction.","Teach each word’s meaning or grammar job; put it in a clear sentence frame; for contractions, expand to the full form; then choose the spelling from meaning.","Use short, unambiguous sentences for peace and piece. Prompt the child to say what the word means or does in the sentence before spelling it.","Review: Use mixed sentence proofreading and ask the child to justify the spelling choice by meaning, not pronunciation. Proofreading: In proofreading, ask the child to stop at each homophone, replace it with its meaning or full form, and correct the spelling if the sentence meaning does not fit.","Use clear sentences with familiar vocabulary and only one homophone decision at a time; avoid ambiguous, idiomatic, or joke sentences during first exposure.","Contrast is necessary, but introduce only two meanings at first unless the set itself has three forms. Add the full set after the child can explain each role.",piece_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
