word_key,match_type,matched_forms,selection_reason,before_morphemes,after_morphemes,before_morphology_notes,after_morphology_notes,before_source_name,after_source_name,before_confidence,after_confidence,before_review_status,after_review_status,pronunciation_fields_changed,grapheme_irregularity_fields_changed
middle_en_gb,exact,middle,Exact MorphoLex row used.,,middle: root:middle,,"MorphoLex-en exact evidence: [middle; POS=NN|JJ; Nmorph=1; PRS=0,1,0; segmentation={(middle)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
milk_en_gb,exact,milk,Exact MorphoLex row used.,,milk: root:milk,,"MorphoLex-en exact evidence: [milk; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(milk)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
mind_en_gb,exact,mind,Exact MorphoLex row used.,,mind: root:mind,,"MorphoLex-en exact evidence: [mind; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(mind)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
misread_en_gb,exact,misread,Exact MorphoLex row used.,,misread: prefix:mis + root:read,,"MorphoLex-en exact evidence: [misread; POS=VB; Nmorph=2; PRS=1,1,0; segmentation=<mis<{(read)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
miss_en_gb,exact,miss,Exact MorphoLex row used.,,miss: root:miss,,"MorphoLex-en exact evidence: [miss; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(miss)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
mission_en_gb,exact,mission,Exact MorphoLex row used.,,mission: root:mission,,"MorphoLex-en exact evidence: [mission; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(mission)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
misspell_en_gb,exact,misspell,Exact MorphoLex row used.,,misspell: prefix:mis + root:spell,,"MorphoLex-en exact evidence: [misspell; POS=VB; Nmorph=2; PRS=1,1,0; segmentation=<mis<{(spell)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
mistake_en_gb,exact,mistake,Exact MorphoLex row used.,,mistake: prefix:mis + root:take,,"MorphoLex-en exact evidence: [mistake; POS=NN|VB; Nmorph=2; PRS=1,1,0; segmentation={<mis<(take)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
money_en_gb,exact,money,Exact MorphoLex row used.,,money: root:money,,"MorphoLex-en exact evidence: [money; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(money)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
moon_en_gb,exact,moon,Exact MorphoLex row used.,,moon: root:moon,,"MorphoLex-en exact evidence: [moon; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(moon)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
mop_en_gb,exact,mop,Exact MorphoLex row used.,,mop: root:mop,,"MorphoLex-en exact evidence: [mop; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(mop)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
more_en_gb,exact,more,Exact MorphoLex row used.,,more: root:more,,"MorphoLex-en exact evidence: [more; POS=JJ|RB; Nmorph=1; PRS=0,1,0; segmentation={(more)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
moth_en_gb,exact,moth,Exact MorphoLex row used.,,moth: root:moth,,"MorphoLex-en exact evidence: [moth; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(moth)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
mother_en_gb,exact,mother,Exact MorphoLex row used.,,mother: root:mother,,"MorphoLex-en exact evidence: [mother; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(mother)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
mouse_en_gb,exact,mouse,Exact MorphoLex row used.,,mouse: root:mouse,,"MorphoLex-en exact evidence: [mouse; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(mouse)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
move_en_gb,exact,move,Exact MorphoLex row used.,,move: root:move,,"MorphoLex-en exact evidence: [move; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(move)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
much_en_gb,exact,much,Exact MorphoLex row used.,,much: root:much,,"MorphoLex-en exact evidence: [much; POS=JJ|RB; Nmorph=1; PRS=0,1,0; segmentation={(much)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
mud_en_gb,exact,mud,Exact MorphoLex row used.,,mud: root:mud,,"MorphoLex-en exact evidence: [mud; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(mud)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
music_en_gb,exact,music,Exact MorphoLex row used.,,music: root:music,,"MorphoLex-en exact evidence: [music; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(music)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
musical_en_gb,exact,musical,Exact MorphoLex row used.,,musical: root:music + suffix:al,,"MorphoLex-en exact evidence: [musical; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(music)}>al>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
musician_en_gb,exact,musician,Exact MorphoLex row used.,,musician: root:music + suffix:ian,,"MorphoLex-en exact evidence: [musician; POS=NN; Nmorph=2; PRS=0,1,1; segmentation={(music)}>ian>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
my_en_gb,exact,my,Exact MorphoLex row used.,,my: root:my,,"MorphoLex-en exact evidence: [my; POS=minor; Nmorph=1; PRS=0,1,0; segmentation={(my)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
national_en_gb,exact,national,Exact MorphoLex row used.,,national: root:nation + suffix:al,,"MorphoLex-en exact evidence: [national; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(nation)}>al>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
natural_en_gb,exact,natural,Exact MorphoLex row used.,nature + al,natural: root:nature + suffix:al,Word family nature/natural; spelling and sound change across the related forms.,"Word family nature/natural; spelling and sound change across the related forms. | MorphoLex-en exact evidence: [natural; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(nature)>al>}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
nature_en_gb,exact,nature,Exact MorphoLex row used.,,nature: root:nature,,"MorphoLex-en exact evidence: [nature; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(nature)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
nature_natural_en_gb,combined_review_components,nature | natural,"No exact MorphoLex row; component MorphoLex rows used for compound, contraction, or combined canonical review form.",,nature: root:nature; natural: root:nature + suffix:al,,"MorphoLex-en combined_review_components evidence: [nature; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(nature)}] [natural; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(nature)>al>}] Selection note: No exact MorphoLex row; component MorphoLex rows used for compound, contraction, or combined canonical review form.",CMU Pronouncing Dictionary,MorphoLex-en,low,low,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
near_en_gb,exact,near,Exact MorphoLex row used.,,near: root:near,,"MorphoLex-en exact evidence: [near; POS=minor|JJ|VB|RB; Nmorph=1; PRS=0,1,0; segmentation={(near)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
needed_en_gb,exact,needed,Exact MorphoLex row used.,,needed: root:need,,"MorphoLex-en exact evidence: [needed; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(need)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
neighbour_en_gb,exact,neighbour,Exact MorphoLex row used.,,neighbour: root:neighbour,,"MorphoLex-en exact evidence: [neighbour; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(neighbour)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
nervous_en_gb,exact,nervous,Exact MorphoLex row used.,,nervous: root:nerve + suffix:ious,,"MorphoLex-en exact evidence: [nervous; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(nerve)}>ious>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
net_en_gb,exact,net,Exact MorphoLex row used.,,net: root:net,,"MorphoLex-en exact evidence: [net; POS=JJ|NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(net)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
new_en_gb,exact,new,Exact MorphoLex row used.,,new: root:new,,"MorphoLex-en exact evidence: [new; POS=JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(new)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
nice_en_gb,exact,nice,Exact MorphoLex row used.,,nice: root:nice,,"MorphoLex-en exact evidence: [nice; POS=JJ; Nmorph=1; PRS=0,1,0; segmentation={(nice)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
nicer_en_gb,exact,nicer,Exact MorphoLex row used.,,nicer: root:nice + suffix:er,,"MorphoLex-en exact evidence: [nicer; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(nice)}>er>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
nicest_en_gb,exact,nicest,Exact MorphoLex row used.,,nicest: root:nice + suffix:est,,"MorphoLex-en exact evidence: [nicest; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(nice)}>est>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
night_en_gb,exact,night,Exact MorphoLex row used.,,night: root:night,,"MorphoLex-en exact evidence: [night; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(night)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
no_en_gb,exact,no,Exact MorphoLex row used.,,no: root:no,,"MorphoLex-en exact evidence: [no; POS=minor|RB; Nmorph=1; PRS=0,1,0; segmentation={(no)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
nose_en_gb,exact,nose,Exact MorphoLex row used.,,nose: root:nose,,"MorphoLex-en exact evidence: [nose; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(nose)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
now_en_gb,exact,now,Exact MorphoLex row used.,,now: root:now,,"MorphoLex-en exact evidence: [now; POS=RB|JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(now)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
nurse_en_gb,exact,nurse,Exact MorphoLex row used.,,nurse: root:nurse,,"MorphoLex-en exact evidence: [nurse; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(nurse)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
object_en_gb,exact,object,Exact MorphoLex row used.,,object: prefix:ob + root:ject,,"MorphoLex-en exact evidence: [object; POS=NN; Nmorph=2; PRS=1,1,0; segmentation={<ob<(ject)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
occur_en_gb,exact,occur,Exact MorphoLex row used.,,occur: root:occur,,"MorphoLex-en exact evidence: [occur; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(occur)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
of_en_gb,exact,of,Exact MorphoLex row used.,,of: root:of,,"MorphoLex-en exact evidence: [of; POS=minor; Nmorph=1; PRS=0,1,0; segmentation={(of)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
off_en_gb,exact,off,Exact MorphoLex row used.,,off: root:off,,"MorphoLex-en exact evidence: [off; POS=minor|NN|JJ|VB; Nmorph=1; PRS=0,1,0; segmentation={(off)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
official_en_gb,exact,official,Exact MorphoLex row used.,,official: root:office + suffix:al,,"MorphoLex-en exact evidence: [official; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(office)>al>}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
old_en_gb,exact,old,Exact MorphoLex row used.,,old: root:old,,"MorphoLex-en exact evidence: [old; POS=JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(old)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
once_en_gb,exact,once,Exact MorphoLex row used.,,once: root:once,,"MorphoLex-en exact evidence: [once; POS=RB|NN; Nmorph=1; PRS=0,1,0; segmentation={(once)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
one_en_gb,exact,one,Exact MorphoLex row used.,,one: root:one,,"MorphoLex-en exact evidence: [one; POS=minor|NN; Nmorph=1; PRS=0,1,0; segmentation={(one)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
opened_en_gb,exact,opened,Exact MorphoLex row used.,,opened: root:open,,"MorphoLex-en exact evidence: [opened; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(open)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
opinion_en_gb,exact,opinion,Exact MorphoLex row used.,,opinion: root:opinion,,"MorphoLex-en exact evidence: [opinion; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(opinion)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
oppose_en_gb,exact,oppose,Exact MorphoLex row used.,,oppose: prefix:o + root:pose,,"MorphoLex-en exact evidence: [oppose; POS=VB; Nmorph=2; PRS=1,1,0; segmentation={<o<(pose)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
option_en_gb,exact,option,Exact MorphoLex row used.,,option: root:option,,"MorphoLex-en exact evidence: [option; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(option)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
orange_en_gb,exact,orange,Exact MorphoLex row used.,,orange: root:orange,,"MorphoLex-en exact evidence: [orange; POS=JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(orange)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
out_en_gb,exact,out,Exact MorphoLex row used.,,out: root:out,,"MorphoLex-en exact evidence: [out; POS=minor|JJ; Nmorph=1; PRS=0,1,0; segmentation={(out)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
own_en_gb,exact,own,Exact MorphoLex row used.,,own: root:own,,"MorphoLex-en exact evidence: [own; POS=JJ|VB; Nmorph=1; PRS=0,1,0; segmentation={(own)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
package_en_gb,exact,package,Exact MorphoLex row used.,,package: root:pack + suffix:age,,"MorphoLex-en exact evidence: [package; POS=NN; Nmorph=2; PRS=0,1,1; segmentation={(pack)}>age>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
page_en_gb,exact,page,Exact MorphoLex row used.,,page: root:page,,"MorphoLex-en exact evidence: [page; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(page)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
paint_en_gb,exact,paint,Exact MorphoLex row used.,,paint: root:paint,,"MorphoLex-en exact evidence: [paint; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(paint)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
pan_en_gb,exact,pan,Exact MorphoLex row used.,,pan: root:pan,,"MorphoLex-en exact evidence: [pan; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(pan)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
pane_en_gb,exact,pane,Exact MorphoLex row used.,,pane: root:pane,,"MorphoLex-en exact evidence: [pane; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(pane)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
panic_en_gb,exact,panic,Exact MorphoLex row used.,,panic: root:panic,,"MorphoLex-en exact evidence: [panic; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(panic)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
paper_en_gb,exact,paper,Exact MorphoLex row used.,,paper: root:paper,,"MorphoLex-en exact evidence: [paper; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(paper)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
park_en_gb,exact,park,Exact MorphoLex row used.,,park: root:park,,"MorphoLex-en exact evidence: [park; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(park)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
partial_en_gb,exact,partial,Exact MorphoLex row used.,,partial: root:part + suffix:al,,"MorphoLex-en exact evidence: [partial; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(part)}>al>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
parties_en_gb,exact,parties,Exact MorphoLex row used.,,parties: root:party,,"MorphoLex-en exact evidence: [parties; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(party)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
passed_en_gb,exact,passed,Exact MorphoLex row used.,,passed: root:pass,,"MorphoLex-en exact evidence: [passed; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(pass)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
passion_en_gb,exact,passion,Exact MorphoLex row used.,,passion: root:passion,,"MorphoLex-en exact evidence: [passion; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(passion)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
past_en_gb,exact,past,Exact MorphoLex row used.,,past: root:past,,"MorphoLex-en exact evidence: [past; POS=JJ|NN|RB; Nmorph=1; PRS=0,1,0; segmentation={(past)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
path_en_gb,exact,path,Exact MorphoLex row used.,,path: root:patho,,"MorphoLex-en exact evidence: [path; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(patho)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
payment_en_gb,exact,payment,Exact MorphoLex row used.,,payment: root:pay + suffix:ment,,"MorphoLex-en exact evidence: [payment; POS=NN; Nmorph=2; PRS=0,1,1; segmentation={(pay)}>ment>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
peace_en_gb,exact,peace,Exact MorphoLex row used.,,peace: root:peace,,"MorphoLex-en exact evidence: [peace; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(peace)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
pen_en_gb,exact,pen,Exact MorphoLex row used.,,pen: root:pen,,"MorphoLex-en exact evidence: [pen; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(pen)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
people_en_gb,exact,people,Exact MorphoLex row used.,,people: root:people,,"MorphoLex-en exact evidence: [people; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(people)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
person_en_gb,exact,person,Exact MorphoLex row used.,,person: root:person,,"MorphoLex-en exact evidence: [person; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(person)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
personal_en_gb,exact,personal,Exact MorphoLex row used.,,personal: root:person + suffix:al,,"MorphoLex-en exact evidence: [personal; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(person)}>al>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
pet_en_gb,exact,pet,Exact MorphoLex row used.,,pet: root:pet,,"MorphoLex-en exact evidence: [pet; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(pet)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
phone_en_gb,exact,phone,Exact MorphoLex row used.,,phone: root:phon,,"MorphoLex-en exact evidence: [phone; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(phon)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
photo_en_gb,exact,photo,Exact MorphoLex row used.,,photo: root:photo,,"MorphoLex-en exact evidence: [photo; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(photo)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
