word_key,selected_source,selection_reason,before_syllables,after_syllables,before_phoneme_hint,after_phoneme_hint,before_stress_pattern,after_stress_pattern,before_has_schwa,after_has_schwa,before_grapheme_notes,after_grapheme_notes,before_morphemes,after_morphemes,before_morphology_notes,after_morphology_notes,before_irregularity_notes,after_irregularity_notes,before_source_name,after_source_name,before_confidence,after_confidence,before_review_status,after_review_status,morphology_changed
loaf_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/lˈəʊf/,,primary,,TRUE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
log_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/lˈɒɡ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
long_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/lˈɒŋ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
look_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/lˈʊk/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
looked_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/lˈʊkt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
looking_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/lˈʊkɪŋ/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
love_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/lˈʌv/,,primary,,FALSE,,,,,,,final ve,final ve,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
lunch_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/lˈʌntʃ/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
machine_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/məʃˈiːn/,,unstressed-primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
mack_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈæk/,,primary,,FALSE,,,,,,,partly_irregular,partly_irregular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
made_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈeɪd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
magic_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mˈædʒɪk/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
magician_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/mɐdʒˈɪʃən/,,unstressed-primary-unstressed,,TRUE,,,,,,,final cian,final cian,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
make_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈeɪk/,,primary,,FALSE,,,,,,,split digraph a-e,split digraph a-e,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
making_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mˈeɪkɪŋ/,,primary-unstressed,,FALSE,,,make + ing,make + ing,Drop final e before adding -ing: make -> making.,Drop final e before adding -ing: make -> making.,ing drop e,ing drop e,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
mansion_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mˈænʃən/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
many_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mˈɛni/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
map_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈæp/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
mapped_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈæpt/,,primary,,FALSE,,,,,,,,,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
mask_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈɑːsk/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
mat_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈæt/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
match_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈætʃ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
may_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈeɪ/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
me_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈiː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
mention_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mˈɛnʃən/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
message_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mˈɛsɪdʒ/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
mice_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈaɪs/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
middle_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mˈɪdəl/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
milk_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈɪlk/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
mind_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈaɪnd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
misread_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,2,,M IH0 S R IY1 D / M IH0 S R EH1 D,,unstressed-primary,,FALSE,,,,,,,prefix mis,prefix mis,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
miss_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈɪs/,,primary,,FALSE,,,,,,,final ss after short vowel,final ss after short vowel,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
mission_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mˈɪʃən/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
misspell_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mɪsspˈɛl/,,unstressed-primary,,FALSE,,,,,,,prefix mis,prefix mis,Common misspellings seed v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
mistake_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mɪstˈeɪk/,,unstressed-primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
money_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mˈʌni/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
moon_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈuːn/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
mop_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈɒp/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
more_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈɔː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
moth_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,M AO1 TH,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
mother_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,2,,M AH1 DH ER0,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
mouse_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,M AW1 S,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
move_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈuːv/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
much_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈʌtʃ/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
mud_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈʌd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
music_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/mjˈuːzɪk/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
musical_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/mjˈuːzɪkəl/,,primary-unstressed-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
musician_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/mjuːzˈɪʃən/,,unstressed-primary-unstressed,,TRUE,,,,,,,final cian,final cian,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
my_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/mˈaɪ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
national_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/nˈæʃənəl/,,primary-unstressed-unstressed,,TRUE,,,,,,,suffix al,suffix al,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
natural_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/nˈætʃəɹəl/,,primary-unstressed-unstressed,,TRUE,,,nature + al,nature + al,Word family nature/natural; spelling and sound change across the related forms.,Word family nature/natural; spelling and sound change across the related forms.,natural/actual weak vowel,natural/actual weak vowel,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
nature_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/nˈeɪtʃɐ/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
nature_natural_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,2,,N EY1 CH ER0,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
near_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/nˈiə/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
needed_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/nˈiːdɪd/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
neighbour_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/nˈeɪbɐ/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
nervous_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/nˈɜːvəs/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
net_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/nˈɛt/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
new_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/njˈuː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
nice_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,N AY1 S / N IY1 S,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,low,low,draft,approved_for_first_exposure,FALSE
nicer_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/nˈaɪsɐ/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
nicest_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/nˈaɪsəst/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
night_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/nˈaɪt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
no_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,N OW1,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
nose_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/nˈəʊz/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
now_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/nˈaʊ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
nurse_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/nˈɜːs/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
object_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,2,,AA1 B JH EH0 K T / AH0 B JH EH1 K T,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
occur_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/əkˈɜː/,,unstressed-primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
of_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈɒv/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
off_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈɒf/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
official_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/əfˈɪʃəl/,,unstressed-primary-unstressed,,TRUE,,,,,,,final cial,final cial,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
old_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈəʊld/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
once_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/wˈɒns/,,primary,,FALSE,,,,,,,simple high-frequency tricky word,simple high-frequency tricky word,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
one_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/wˈɒn/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
opened_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ˈəʊpənd/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
opinion_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/əpˈɪniən/,,unstressed-primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
oppose_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/əpˈəʊz/,,unstressed-primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
option_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ˈɒpʃən/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
orange_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ˈɒɹɪndʒ/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
out_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈaʊt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
own_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈəʊn/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
package_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/pˈækɪdʒ/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
page_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/pˈeɪdʒ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
paint_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/pˈeɪnt/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
pan_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,P AE1 N,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
pane_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/pˈeɪn/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
panic_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/pˈænɪk/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
paper_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/pˈeɪpɐ/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
park_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/pˈɑːk/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
partial_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/pˈɑːʃəl/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
parties_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/pˈɑːtɪz/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
passed_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/pˈɑːst/,,primary,,FALSE,,,,,,,content word homophone,content word homophone,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
passion_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/pˈæʃən/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
past_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/pˈɑːst/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
path_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,P AE1 TH,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
payment_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/pˈeɪmənt/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
peace_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/pˈiːs/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
pen_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/pˈɛn/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
