word_key,normalised_word,syllables,letter_count,phoneme_count,syllable_points,length_points,irregularity_band,irregularity_points,morphology_depth,morphology_points,has_schwa,mismatch_flag,structural_score,complexity_level,frequency_band,age_band,irregularity_note_source,banding_version
live_en_gb,live,1,4,3,0,0,1,2,1,0,False,False,2,2,high,middle_primary,final ve,banding_v1.1_2026-07-04.preview
loaf_en_gb,loaf,1,4,3,0,0,0,0,1,0,True,False,1,1,medium,early_primary,regular,banding_v1.1_2026-07-04.preview
log_en_gb,log,1,3,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
long_en_gb,long,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
look_en_gb,look,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
looked_en_gb,looked,1,6,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
looking_en_gb,looking,2,7,5,1,2,0,0,1,0,False,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
love_en_gb,love,1,4,3,0,0,1,2,1,0,False,False,2,2,high,early_primary,final ve,banding_v1.1_2026-07-04.preview
lunch_en_gb,lunch,1,5,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
lying_en_gb,lying,1,5,4,0,1,1,2,1,0,False,False,3,2,high,middle_primary,ing ie to y,banding_v1.1_2026-07-04.preview
machine_en_gb,machine,2,7,5,1,2,0,0,1,0,True,False,4,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
mack_en_gb,mack,1,4,3,0,0,1,2,1,0,False,False,2,2,medium,early_primary,partly_irregular,banding_v1.1_2026-07-04.preview
made_en_gb,made,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
magic_en_gb,magic,2,5,5,1,1,0,0,1,0,False,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
magician_en_gb,magician,3,8,7,2,2,1,2,2,1,True,False,8,3,medium,middle_primary,final cian,banding_v1.1_2026-07-04.preview
make_en_gb,make,1,4,3,0,0,1,2,1,0,False,False,2,2,high,mid_secondary,split digraph a-e,banding_v1.1_2026-07-04.preview
making_en_gb,making,2,6,5,1,1,1,2,1,0,False,False,4,2,high,early_primary,ing drop e,banding_v1.1_2026-07-04.preview
mansion_en_gb,mansion,2,7,6,1,2,0,0,1,0,True,False,4,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
many_en_gb,many,2,4,4,1,0,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
map_en_gb,map,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
mapped_en_gb,Mapped,1,5,4,0,1,0,0,1,0,False,False,1,1,medium,early_primary,,banding_v1.1_2026-07-04.preview
mask_en_gb,mask,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
mat_en_gb,mat,1,3,3,0,0,0,0,1,0,False,False,0,1,medium,mid_secondary,regular,banding_v1.1_2026-07-04.preview
match_en_gb,match,1,5,3,0,1,0,0,1,0,False,False,1,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
may_en_gb,may,1,3,2,0,0,0,0,1,0,False,False,0,1,high,middle_primary,regular,banding_v1.1_2026-07-04.preview
me_en_gb,me,1,2,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
mention_en_gb,mention,2,7,6,1,2,0,0,1,0,True,False,4,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
message_en_gb,message,2,7,5,1,2,0,0,1,0,False,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
mice_en_gb,mice,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
middle_en_gb,middle,2,6,5,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
milk_en_gb,milk,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
mind_en_gb,mind,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
misread_en_gb,misread,2,7,6,1,2,1,2,2,1,False,False,6,3,low,middle_primary,prefix mis,banding_v1.1_2026-07-04.preview
miss_en_gb,miss,1,4,3,0,0,1,2,1,0,False,False,2,2,high,early_primary,final ss after short vowel,banding_v1.1_2026-07-04.preview
mission_en_gb,mission,2,7,5,1,2,0,0,1,0,True,False,4,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
misspell_en_gb,misspell,2,8,7,1,2,1,2,2,1,False,False,6,3,low,middle_primary,prefix mis,banding_v1.1_2026-07-04.preview
mistake_en_gb,mistake,2,7,6,1,2,0,0,2,1,False,False,4,2,high,early_primary,,banding_v1.1_2026-07-04.preview
money_en_gb,money,2,5,4,1,1,0,0,1,0,False,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
moon_en_gb,moon,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
mop_en_gb,mop,1,3,3,0,0,0,0,1,0,False,False,0,1,medium,early_primary,regular,banding_v1.1_2026-07-04.preview
more_en_gb,more,1,4,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
moth_en_gb,moth,1,4,3,0,0,0,0,1,0,False,False,0,1,medium,early_primary,regular,banding_v1.1_2026-07-04.preview
mother_en_gb,mother,2,6,4,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
mouse_en_gb,mouse,1,5,3,0,1,0,0,1,0,False,False,1,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
move_en_gb,move,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
much_en_gb,much,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
mud_en_gb,mud,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
music_en_gb,music,2,5,6,1,1,0,0,1,0,False,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
musical_en_gb,musical,3,7,8,2,2,0,0,2,1,True,False,6,3,high,early_primary,,banding_v1.1_2026-07-04.preview
musician_en_gb,musician,3,8,8,2,2,1,2,2,1,True,False,8,3,high,early_primary,final cian,banding_v1.1_2026-07-04.preview
my_en_gb,my,1,2,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
national_en_gb,national,3,8,7,2,2,1,2,2,1,True,False,8,3,high,mid_secondary,suffix al,banding_v1.1_2026-07-04.preview
natural_en_gb,natural,3,7,7,2,2,1,2,2,1,True,False,8,3,high,upper_primary,natural/actual weak vowel,banding_v1.1_2026-07-04.preview
nature_en_gb,nature,2,6,4,1,1,0,0,1,0,True,False,3,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
nature_natural_en_gb,nature/natural,2,13,4,1,3,0,0,2,1,True,True,7,3,high,early_primary,,banding_v1.1_2026-07-04.preview
near_en_gb,near,1,4,3,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
needed_en_gb,needed,2,6,5,1,1,0,0,1,0,False,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
neighbour_en_gb,neighbour,2,9,4,1,3,0,0,1,0,True,True,6,3,medium,middle_primary,,banding_v1.1_2026-07-04.preview
nervous_en_gb,nervous,2,7,5,1,2,0,0,2,1,True,False,5,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
net_en_gb,net,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
new_en_gb,new,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
nice_en_gb,nice,1,4,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
nicer_en_gb,nicer,2,5,4,1,1,0,0,2,1,True,False,4,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
nicest_en_gb,nicest,2,6,6,1,1,0,0,2,1,True,False,4,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
night_en_gb,night,1,5,3,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
no_en_gb,no,1,2,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
nose_en_gb,nose,1,4,3,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
now_en_gb,now,1,3,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
nurse_en_gb,nurse,1,5,3,0,1,0,0,1,0,False,False,1,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
object_en_gb,object,2,6,6,1,1,0,0,2,1,False,False,3,2,high,lower_secondary,,banding_v1.1_2026-07-04.preview
occur_en_gb,occur,2,5,3,1,1,0,0,1,0,True,False,3,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
of_en_gb,of,1,2,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
off_en_gb,off,1,3,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
official_en_gb,official,3,8,6,2,2,1,2,2,1,True,False,8,3,high,upper_primary,final cial,banding_v1.1_2026-07-04.preview
old_en_gb,old,1,3,3,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
once_en_gb,once,1,4,4,0,0,2,4,1,0,False,False,4,2,high,middle_primary,simple high-frequency tricky word,banding_v1.1_2026-07-04.preview
one_en_gb,one,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
opened_en_gb,opened,2,6,5,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
opinion_en_gb,opinion,3,7,7,2,2,0,0,1,0,True,False,5,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
oppose_en_gb,oppose,2,6,4,1,1,0,0,2,1,True,False,4,2,medium,upper_primary,,banding_v1.1_2026-07-04.preview
option_en_gb,option,2,6,5,1,1,0,0,1,0,True,False,3,2,high,mid_secondary,,banding_v1.1_2026-07-04.preview
orange_en_gb,orange,2,6,5,1,1,0,0,1,0,False,False,2,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
out_en_gb,out,1,3,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
own_en_gb,own,1,3,2,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
package_en_gb,package,2,7,5,1,2,0,0,2,1,False,False,4,2,high,early_primary,,banding_v1.1_2026-07-04.preview
page_en_gb,page,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
paint_en_gb,paint,1,5,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
pan_en_gb,pan,1,3,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,regular,banding_v1.1_2026-07-04.preview
pane_en_gb,pane,1,4,3,0,0,0,0,1,0,False,False,0,1,medium,middle_primary,regular,banding_v1.1_2026-07-04.preview
panic_en_gb,panic,2,5,5,1,1,0,0,1,0,False,False,2,2,high,lower_secondary,,banding_v1.1_2026-07-04.preview
paper_en_gb,paper,2,5,4,1,1,0,0,1,0,True,False,3,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
park_en_gb,park,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
partial_en_gb,partial,2,7,5,1,2,0,0,2,1,True,False,5,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
parties_en_gb,parties,2,7,5,1,2,0,0,1,0,False,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
passed_en_gb,passed,1,6,4,0,1,2,4,1,0,False,False,5,2,high,middle_primary,content word homophone,banding_v1.1_2026-07-04.preview
passion_en_gb,passion,2,7,5,1,2,0,0,1,0,True,False,4,2,high,lower_secondary,,banding_v1.1_2026-07-04.preview
past_en_gb,past,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
path_en_gb,path,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
payment_en_gb,payment,2,7,6,1,2,0,0,2,1,True,False,5,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
peace_en_gb,peace,1,5,3,0,1,0,0,1,0,False,False,1,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
pen_en_gb,pen,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
people_en_gb,people,2,6,5,1,1,2,4,1,0,True,False,7,3,high,early_primary,common high-frequency tricky word,banding_v1.1_2026-07-04.preview
person_en_gb,person,2,6,5,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
personal_en_gb,personal,3,8,7,2,2,1,2,2,1,True,False,8,3,high,early_primary,suffix al,banding_v1.1_2026-07-04.preview
pet_en_gb,pet,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
phone_en_gb,phone,1,5,3,0,1,1,2,1,0,True,False,4,2,high,early_primary,ph for f,banding_v1.1_2026-07-04.preview
photo_en_gb,photo,2,5,4,1,1,1,2,1,0,True,False,5,2,high,early_primary,ph for f,banding_v1.1_2026-07-04.preview
photograph_en_gb,photograph,3,10,8,2,3,0,0,2,1,True,False,7,3,high,middle_primary,,banding_v1.1_2026-07-04.preview
photography_en_gb,photography,4,11,9,3,3,0,0,3,2,True,False,9,3,high,middle_primary,,banding_v1.1_2026-07-04.preview
picnic_en_gb,picnic,2,6,6,1,1,0,0,1,0,False,False,2,2,medium,middle_primary,,banding_v1.1_2026-07-04.preview
picture_en_gb,picture,2,7,5,1,2,1,2,2,1,True,False,7,3,high,middle_primary,final ture,banding_v1.1_2026-07-04.preview
pie_en_gb,pie,1,3,2,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
piece_en_gb,piece,1,5,3,0,1,2,4,1,0,False,False,5,2,high,middle_primary,content word homophone,banding_v1.1_2026-07-04.preview
pilot_en_gb,pilot,2,5,5,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
pin_en_gb,pin,1,3,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,regular,banding_v1.1_2026-07-04.preview
pink_en_gb,pink,1,4,4,0,0,0,0,1,0,False,False,0,1,high,later_review,,banding_v1.1_2026-07-04.preview
pizza_en_gb,pizza,2,5,5,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
place_en_gb,place,1,5,4,0,1,0,0,1,0,False,False,1,1,high,lower_secondary,,banding_v1.1_2026-07-04.preview
plain_en_gb,plain,1,5,4,0,1,0,0,1,0,False,False,1,1,high,middle_primary,regular,banding_v1.1_2026-07-04.preview
plan_en_gb,plan,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
plane_en_gb,plane,1,5,4,0,1,0,0,1,0,False,False,1,1,high,middle_primary,regular,banding_v1.1_2026-07-04.preview
planned_en_gb,planned,1,7,5,0,2,1,2,1,0,False,False,4,2,high,early_primary,past tense double final consonant,banding_v1.1_2026-07-04.preview
plastic_en_gb,plastic,2,7,7,1,2,0,0,1,0,False,False,3,2,high,lower_secondary,,banding_v1.1_2026-07-04.preview
play_en_gb,play,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
played_en_gb,played,1,6,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
player_en_gb,player,1,6,4,0,1,0,0,2,1,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
playground_en_gb,playground,2,10,8,1,3,0,0,2,1,False,False,5,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
playing_en_gb,playing,1,7,5,0,2,0,0,1,0,False,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
plays_en_gb,plays,1,5,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
please_en_gb,please,1,6,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
point_en_gb,point,1,5,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
poisonous_en_gb,poisonous,3,9,7,2,3,0,0,2,1,True,False,7,3,medium,middle_primary,,banding_v1.1_2026-07-04.preview
politician_en_gb,politician,4,10,9,3,3,1,2,2,1,True,False,10,3,high,middle_primary,final cian,banding_v1.1_2026-07-04.preview
pool_en_gb,pool,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
popular_en_gb,popular,3,7,7,2,2,0,0,2,1,True,False,6,3,high,middle_primary,,banding_v1.1_2026-07-04.preview
port_en_gb,port,1,4,3,0,0,0,0,1,0,False,False,0,1,high,mid_secondary,,banding_v1.1_2026-07-04.preview
possibility_en_gb,possibility,5,11,10,3,3,1,2,2,1,True,False,10,3,high,upper_primary,suffix ity,banding_v1.1_2026-07-04.preview
possible_en_gb,possible,3,8,7,2,2,1,2,1,0,True,False,7,3,high,middle_primary,suffix able/ible,banding_v1.1_2026-07-04.preview
post_en_gb,post,1,4,4,0,0,0,0,1,0,True,False,1,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
pot_en_gb,pot,1,3,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
potential_en_gb,potential,3,9,8,2,3,1,2,3,2,True,False,10,3,high,upper_primary,final tial,banding_v1.1_2026-07-04.preview
precious_en_gb,precious,2,8,6,1,2,0,0,1,0,True,False,4,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
predict_en_gb,predict,2,7,7,1,2,0,0,2,1,False,False,4,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
preheat_en_gb,preheat,2,7,6,1,2,0,0,2,1,False,False,4,2,low,upper_primary,,banding_v1.1_2026-07-04.preview
pretty_en_gb,pretty,2,6,5,1,1,2,4,1,0,False,False,6,3,high,early_primary,remembered double letter word,banding_v1.1_2026-07-04.preview
preview_en_gb,preview,2,7,6,1,2,0,0,2,1,False,False,4,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
prey_en_gb,prey,1,4,3,0,0,0,0,1,0,False,False,0,1,medium,middle_primary,,banding_v1.1_2026-07-04.preview
promise_en_gb,promise,2,7,6,1,2,0,0,1,0,False,False,3,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
protein_en_gb,protein,2,7,6,1,2,0,0,1,0,True,False,4,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
prove_en_gb,prove,1,5,4,0,1,0,0,1,0,False,False,1,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
public_en_gb,public,2,6,6,1,1,0,0,1,0,False,False,2,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
puddle_en_gb,puddle,2,6,5,1,1,0,0,1,0,True,False,3,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
puff_en_gb,puff,1,4,3,0,0,0,0,1,0,False,False,0,1,medium,early_primary,,banding_v1.1_2026-07-04.preview
pull_en_gb,pull,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
pupil_en_gb,pupil,2,5,6,1,1,0,0,1,0,True,False,3,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
purple_en_gb,purple,2,6,5,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
push_en_gb,push,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
put_en_gb,put,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
quack_en_gb,quack,1,5,4,0,1,0,0,1,0,False,False,1,1,medium,upper_primary,,banding_v1.1_2026-07-04.preview
quart_en_gb,quart,1,5,4,0,1,0,0,1,0,False,False,1,1,medium,early_primary,,banding_v1.1_2026-07-04.preview
quarter_en_gb,quarter,2,7,5,1,2,0,0,1,0,True,False,4,2,high,lower_secondary,,banding_v1.1_2026-07-04.preview
quartz_en_gb,quartz,1,6,5,0,1,0,0,1,0,False,False,1,1,medium,later_review,,banding_v1.1_2026-07-04.preview
queen_en_gb,queen,1,5,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
question_en_gb,question,2,8,7,1,2,0,0,1,0,True,False,4,2,high,lower_secondary,,banding_v1.1_2026-07-04.preview
quick_en_gb,quick,1,5,4,0,1,0,0,1,0,False,False,1,1,high,later_review,,banding_v1.1_2026-07-04.preview
quickest_en_gb,quickest,2,8,7,1,2,0,0,2,1,True,False,5,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
quickly_en_gb,quickly,2,7,6,1,2,1,2,2,1,False,False,6,3,high,early_primary,preserve base before suffix,banding_v1.1_2026-07-04.preview
quiz_en_gb,quiz,1,4,4,0,0,0,0,1,0,False,False,0,1,medium,early_primary,,banding_v1.1_2026-07-04.preview
rabbit_en_gb,rabbit,2,6,5,1,1,1,2,1,0,False,False,4,2,high,early_primary,medial doubled consonant,banding_v1.1_2026-07-04.preview
rain_en_gb,rain,1,4,3,0,0,1,2,1,0,False,False,2,2,high,early_primary,long ai with ai,banding_v1.1_2026-07-04.preview
range_en_gb,range,1,5,4,0,1,0,0,1,0,False,False,1,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
ray_en_gb,ray,1,3,2,0,0,0,0,1,0,False,False,0,1,high,upper_primary,regular,banding_v1.1_2026-07-04.preview
read_en_gb,read,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
readable_en_gb,readable,3,8,7,2,2,0,0,2,1,True,False,6,3,medium,upper_primary,,banding_v1.1_2026-07-04.preview
reading_en_gb,reading,2,7,5,1,2,0,0,1,0,False,False,3,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
reads_en_gb,reads,1,5,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
receive_en_gb,receive,2,7,5,1,2,0,0,2,1,False,False,4,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
red_en_gb,red,1,3,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,regular,banding_v1.1_2026-07-04.preview
remember_en_gb,remember,3,8,7,2,2,0,0,1,0,True,False,5,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
replay_en_gb,replay,2,6,5,1,1,0,0,2,1,False,False,3,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
replayed_en_gb,replayed,2,8,6,1,2,1,2,2,1,False,False,6,3,low,early_primary,preserve base after prefix,banding_v1.1_2026-07-04.preview
rescue_en_gb,rescue,2,6,6,1,1,0,0,1,0,False,False,2,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
rewrite_en_gb,rewrite,2,7,5,1,2,0,0,2,1,False,False,4,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
rich_en_gb,rich,1,4,3,0,0,0,0,1,0,False,False,0,1,high,lower_secondary,regular,banding_v1.1_2026-07-04.preview
rick_en_gb,rick,1,4,3,0,0,0,0,1,0,False,False,0,1,high,later_review,regular,banding_v1.1_2026-07-04.preview
rid_en_gb,rid,1,3,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,regular,banding_v1.1_2026-07-04.preview
right_en_gb,right,1,5,3,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
ring_en_gb,ring,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
rip_en_gb,rip,1,3,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,regular,banding_v1.1_2026-07-04.preview
ritual_en_gb,ritual,2,6,6,1,1,1,2,1,0,True,False,5,2,high,later_review,natural/actual weak vowel,banding_v1.1_2026-07-04.preview
road_en_gb,road,1,4,3,0,0,1,2,1,0,True,False,3,2,high,early_primary,long oa with oa,banding_v1.1_2026-07-04.preview
roar_en_gb,roar,1,4,2,0,0,0,0,1,0,False,False,0,1,medium,early_primary,,banding_v1.1_2026-07-04.preview
robot_en_gb,robot,2,5,5,1,1,0,0,1,0,True,False,3,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
rock_en_gb,rock,1,4,3,0,0,0,0,1,0,False,False,0,1,high,lower_secondary,,banding_v1.1_2026-07-04.preview
rode_en_gb,rode,1,4,3,0,0,0,0,1,0,True,False,1,1,medium,early_primary,regular,banding_v1.1_2026-07-04.preview
rope_en_gb,rope,1,4,3,0,0,1,2,1,0,True,False,3,2,high,early_primary,split digraph o-e,banding_v1.1_2026-07-04.preview
rose_en_gb,rose,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
rough_en_gb,rough,1,5,3,0,1,2,4,1,0,False,False,5,2,high,middle_primary,gh for f,banding_v1.1_2026-07-04.preview
rude_en_gb,rude,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
run_en_gb,run,1,3,3,0,0,0,0,1,0,False,False,0,1,high,lower_secondary,,banding_v1.1_2026-07-04.preview
runner_en_gb,runner,2,6,4,1,1,0,0,2,1,True,False,4,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
running_en_gb,running,2,7,5,1,2,1,2,1,0,False,False,5,2,high,lower_secondary,ing double final consonant,banding_v1.1_2026-07-04.preview
runs_en_gb,runs,1,4,4,0,0,0,0,1,0,False,False,0,1,high,later_review,,banding_v1.1_2026-07-04.preview
sad_en_gb,sad,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
sadder_en_gb,sadder,2,6,4,1,1,0,0,2,1,True,False,4,2,low,early_primary,,banding_v1.1_2026-07-04.preview
saddest_en_gb,saddest,2,7,6,1,2,0,0,2,1,True,False,5,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
sadly_en_gb,sadly,2,5,5,1,1,0,0,2,1,False,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
sadness_en_gb,sadness,2,7,6,1,2,1,2,2,1,True,False,7,3,medium,early_primary,suffix ness,banding_v1.1_2026-07-04.preview
said_en_gb,said,1,4,3,0,0,2,4,1,0,False,False,4,2,high,early_primary,simple high-frequency tricky word,banding_v1.1_2026-07-04.preview
sailor_en_gb,sailor,2,6,4,1,1,0,0,2,1,True,False,4,2,medium,upper_primary,,banding_v1.1_2026-07-04.preview
same_en_gb,same,1,4,3,0,0,1,2,1,0,False,False,2,2,high,early_primary,split digraph a-e,banding_v1.1_2026-07-04.preview
sat_en_gb,sat,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
saw_en_gb,saw,1,3,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
say_en_gb,say,1,3,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,regular,banding_v1.1_2026-07-04.preview
