source_ref,source_sheet,source_row,micro_skill_key,word_or_content_key,candidate_output_ref,validation_result,transformation_code,source_value,generated_candidate_value,reason,human_confirmation_required,warning_or_error_codes,human_review_status
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!25,Word Bank,25,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX,painter,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::painter,pass,direct_mapping,"{""display_word"": ""painter"", ""morphemes_json"": ""[{\""text\"": \""paint\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""er\"", \""kind\"": \""suffix\"", \""gloss\"": \""one who\""}]"", ""split_points"": ""[5]""}",D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::painter,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!26,Word Bank,26,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX,careful,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::careful,pass,direct_mapping,"{""display_word"": ""careful"", ""morphemes_json"": ""[{\""text\"": \""care\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ful\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[4]""}",D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::careful,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!27,Word Bank,27,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX,windy,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::windy,pass,direct_mapping,"{""display_word"": ""windy"", ""morphemes_json"": ""[{\""text\"": \""wind\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""y\"", \""kind\"": \""suffix\"", \""gloss\"": \""having / like\""}]"", ""split_points"": ""[4]""}",D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::windy,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!28,Word Bank,28,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX,sweetness,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::sweetness,pass,direct_mapping,"{""display_word"": ""sweetness"", ""morphemes_json"": ""[{\""text\"": \""sweet\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ness\"", \""kind\"": \""suffix\"", \""gloss\"": \""noun-maker\""}]"", ""split_points"": ""[5]""}",D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::sweetness,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!29,Word Bank,29,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX,colourful,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::colourful,pass,direct_mapping,"{""display_word"": ""colourful"", ""morphemes_json"": ""[{\""text\"": \""colour\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ful\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[6]""}",D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::colourful,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!30,Word Bank,30,D4_MOR_PREFIXES_UN,unhappy,D4_MOR_PREFIXES_UN::unhappy,pass,direct_mapping,"{""display_word"": ""unhappy"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""happy\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_UN::unhappy,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!31,Word Bank,31,D4_MOR_PREFIXES_UN,unkind,D4_MOR_PREFIXES_UN::unkind,pass,direct_mapping,"{""display_word"": ""unkind"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""kind\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_UN::unkind,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!32,Word Bank,32,D4_MOR_PREFIXES_UN,unfair,D4_MOR_PREFIXES_UN::unfair,pass,direct_mapping,"{""display_word"": ""unfair"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""fair\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_UN::unfair,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!33,Word Bank,33,D4_MOR_PREFIXES_UN,unlock,D4_MOR_PREFIXES_UN::unlock,pass,direct_mapping,"{""display_word"": ""unlock"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""opposite of\""}, {\""text\"": \""lock\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_UN::unlock,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!34,Word Bank,34,D4_MOR_PREFIXES_UN,untidy,D4_MOR_PREFIXES_UN::untidy,pass,direct_mapping,"{""display_word"": ""untidy"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""tidy\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_UN::untidy,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!35,Word Bank,35,D4_MOR_PREFIXES_UN,unnecessary,D4_MOR_PREFIXES_UN::unnecessary,pass,direct_mapping,"{""display_word"": ""unnecessary"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""necessary\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_UN::unnecessary,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!36,Word Bank,36,D4_MOR_PREFIXES_UN,unnatural,D4_MOR_PREFIXES_UN::unnatural,pass,direct_mapping,"{""display_word"": ""unnatural"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""natural\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_UN::unnatural,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!37,Word Bank,37,D4_MOR_PREFIXES_RE_PRE,rebuild,D4_MOR_PREFIXES_RE_PRE::rebuild,pass,direct_mapping,"{""display_word"": ""rebuild"", ""morphemes_json"": ""[{\""text\"": \""re\"", \""kind\"": \""prefix\"", \""gloss\"": \""again\""}, {\""text\"": \""build\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_RE_PRE::rebuild,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!38,Word Bank,38,D4_MOR_PREFIXES_RE_PRE,replay,D4_MOR_PREFIXES_RE_PRE::replay,pass,direct_mapping,"{""display_word"": ""replay"", ""morphemes_json"": ""[{\""text\"": \""re\"", \""kind\"": \""prefix\"", \""gloss\"": \""again\""}, {\""text\"": \""play\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_RE_PRE::replay,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!39,Word Bank,39,D4_MOR_PREFIXES_RE_PRE,return,D4_MOR_PREFIXES_RE_PRE::return,pass,direct_mapping,"{""display_word"": ""return"", ""morphemes_json"": ""[{\""text\"": \""re\"", \""kind\"": \""prefix\"", \""gloss\"": \""back\""}, {\""text\"": \""turn\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_RE_PRE::return,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!40,Word Bank,40,D4_MOR_PREFIXES_RE_PRE,preheat,D4_MOR_PREFIXES_RE_PRE::preheat,pass,direct_mapping,"{""display_word"": ""preheat"", ""morphemes_json"": ""[{\""text\"": \""pre\"", \""kind\"": \""prefix\"", \""gloss\"": \""before\""}, {\""text\"": \""heat\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_RE_PRE::preheat,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!41,Word Bank,41,D4_MOR_PREFIXES_RE_PRE,preview,D4_MOR_PREFIXES_RE_PRE::preview,pass,direct_mapping,"{""display_word"": ""preview"", ""morphemes_json"": ""[{\""text\"": \""pre\"", \""kind\"": \""prefix\"", \""gloss\"": \""before\""}, {\""text\"": \""view\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_RE_PRE::preview,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!42,Word Bank,42,D4_MOR_PREFIXES_RE_PRE,preschool,D4_MOR_PREFIXES_RE_PRE::preschool,pass,direct_mapping,"{""display_word"": ""preschool"", ""morphemes_json"": ""[{\""text\"": \""pre\"", \""kind\"": \""prefix\"", \""gloss\"": \""before\""}, {\""text\"": \""school\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_RE_PRE::preschool,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!43,Word Bank,43,D4_MOR_PREFIXES_RE_PRE,predict,D4_MOR_PREFIXES_RE_PRE::predict,pass,direct_mapping,"{""display_word"": ""predict"", ""morphemes_json"": ""[{\""text\"": \""pre\"", \""kind\"": \""prefix\"", \""gloss\"": \""before\""}, {\""text\"": \""dict\"", \""kind\"": \""root\"", \""gloss\"": \""say\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_RE_PRE::predict,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!44,Word Bank,44,D4_MOR_PREFIXES_DIS_MIS,misspell,D4_MOR_PREFIXES_DIS_MIS::misspell,pass,direct_mapping,"{""display_word"": ""misspell"", ""morphemes_json"": ""[{\""text\"": \""mis\"", \""kind\"": \""prefix\"", \""gloss\"": \""wrongly\""}, {\""text\"": \""spell\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_DIS_MIS::misspell,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!45,Word Bank,45,D4_MOR_PREFIXES_DIS_MIS,disagree,D4_MOR_PREFIXES_DIS_MIS::disagree,pass,direct_mapping,"{""display_word"": ""disagree"", ""morphemes_json"": ""[{\""text\"": \""dis\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""agree\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_DIS_MIS::disagree,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!46,Word Bank,46,D4_MOR_PREFIXES_DIS_MIS,disappear,D4_MOR_PREFIXES_DIS_MIS::disappear,pass,direct_mapping,"{""display_word"": ""disappear"", ""morphemes_json"": ""[{\""text\"": \""dis\"", \""kind\"": \""prefix\"", \""gloss\"": \""opposite of\""}, {\""text\"": \""appear\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_DIS_MIS::disappear,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!47,Word Bank,47,D4_MOR_PREFIXES_DIS_MIS,dishonest,D4_MOR_PREFIXES_DIS_MIS::dishonest,pass,direct_mapping,"{""display_word"": ""dishonest"", ""morphemes_json"": ""[{\""text\"": \""dis\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""honest\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_DIS_MIS::dishonest,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!48,Word Bank,48,D4_MOR_PREFIXES_DIS_MIS,misbehave,D4_MOR_PREFIXES_DIS_MIS::misbehave,pass,direct_mapping,"{""display_word"": ""misbehave"", ""morphemes_json"": ""[{\""text\"": \""mis\"", \""kind\"": \""prefix\"", \""gloss\"": \""badly\""}, {\""text\"": \""behave\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_DIS_MIS::misbehave,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!49,Word Bank,49,D4_MOR_PREFIXES_DIS_MIS,mislead,D4_MOR_PREFIXES_DIS_MIS::mislead,pass,direct_mapping,"{""display_word"": ""mislead"", ""morphemes_json"": ""[{\""text\"": \""mis\"", \""kind\"": \""prefix\"", \""gloss\"": \""wrongly\""}, {\""text\"": \""lead\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_DIS_MIS::mislead,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!50,Word Bank,50,D4_MOR_PREFIXES_DIS_MIS,dissatisfied,D4_MOR_PREFIXES_DIS_MIS::dissatisfied,pass,direct_mapping,"{""display_word"": ""dissatisfied"", ""morphemes_json"": ""[{\""text\"": \""dis\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""satisfied\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_DIS_MIS::dissatisfied,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!51,Word Bank,51,D4_MOR_PREFIXES_IN_IM_IL_IR,impossible,D4_MOR_PREFIXES_IN_IM_IL_IR::impossible,pass,direct_mapping,"{""display_word"": ""impossible"", ""morphemes_json"": ""[{\""text\"": \""im\"", \""kind\"": \""prefix\"", \""gloss\"": \""not (before p)\""}, {\""text\"": \""possible\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_IN_IM_IL_IR::impossible,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!52,Word Bank,52,D4_MOR_PREFIXES_IN_IM_IL_IR,invisible,D4_MOR_PREFIXES_IN_IM_IL_IR::invisible,pass,direct_mapping,"{""display_word"": ""invisible"", ""morphemes_json"": ""[{\""text\"": \""in\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""visible\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_IN_IM_IL_IR::invisible,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!53,Word Bank,53,D4_MOR_PREFIXES_IN_IM_IL_IR,incorrect,D4_MOR_PREFIXES_IN_IM_IL_IR::incorrect,pass,direct_mapping,"{""display_word"": ""incorrect"", ""morphemes_json"": ""[{\""text\"": \""in\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""correct\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_IN_IM_IL_IR::incorrect,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!54,Word Bank,54,D4_MOR_PREFIXES_IN_IM_IL_IR,impatient,D4_MOR_PREFIXES_IN_IM_IL_IR::impatient,pass,direct_mapping,"{""display_word"": ""impatient"", ""morphemes_json"": ""[{\""text\"": \""im\"", \""kind\"": \""prefix\"", \""gloss\"": \""not (before p)\""}, {\""text\"": \""patient\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_IN_IM_IL_IR::impatient,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!55,Word Bank,55,D4_MOR_PREFIXES_IN_IM_IL_IR,illegal,D4_MOR_PREFIXES_IN_IM_IL_IR::illegal,pass,direct_mapping,"{""display_word"": ""illegal"", ""morphemes_json"": ""[{\""text\"": \""il\"", \""kind\"": \""prefix\"", \""gloss\"": \""not (before l)\""}, {\""text\"": \""legal\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_IN_IM_IL_IR::illegal,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!56,Word Bank,56,D4_MOR_PREFIXES_IN_IM_IL_IR,irregular,D4_MOR_PREFIXES_IN_IM_IL_IR::irregular,pass,direct_mapping,"{""display_word"": ""irregular"", ""morphemes_json"": ""[{\""text\"": \""ir\"", \""kind\"": \""prefix\"", \""gloss\"": \""not (before r)\""}, {\""text\"": \""regular\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_IN_IM_IL_IR::irregular,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!57,Word Bank,57,D4_MOR_PREFIXES_IN_IM_IL_IR,irresponsible,D4_MOR_PREFIXES_IN_IM_IL_IR::irresponsible,pass,direct_mapping,"{""display_word"": ""irresponsible"", ""morphemes_json"": ""[{\""text\"": \""ir\"", \""kind\"": \""prefix\"", \""gloss\"": \""not (before r)\""}, {\""text\"": \""responsible\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_PREFIXES_IN_IM_IL_IR::irresponsible,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!58,Word Bank,58,D4_MOR_PREFIXES_SUB_INTER_SUPER,submarine,D4_MOR_PREFIXES_SUB_INTER_SUPER::submarine,pass,direct_mapping,"{""display_word"": ""submarine"", ""morphemes_json"": ""[{\""text\"": \""sub\"", \""kind\"": \""prefix\"", \""gloss\"": \""under\""}, {\""text\"": \""marine\"", \""kind\"": \""base\"", \""gloss\"": \""of the sea\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_SUB_INTER_SUPER::submarine,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!59,Word Bank,59,D4_MOR_PREFIXES_SUB_INTER_SUPER,subway,D4_MOR_PREFIXES_SUB_INTER_SUPER::subway,pass,direct_mapping,"{""display_word"": ""subway"", ""morphemes_json"": ""[{\""text\"": \""sub\"", \""kind\"": \""prefix\"", \""gloss\"": \""under\""}, {\""text\"": \""way\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_SUB_INTER_SUPER::subway,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!60,Word Bank,60,D4_MOR_PREFIXES_SUB_INTER_SUPER,subheading,D4_MOR_PREFIXES_SUB_INTER_SUPER::subheading,pass,direct_mapping,"{""display_word"": ""subheading"", ""morphemes_json"": ""[{\""text\"": \""sub\"", \""kind\"": \""prefix\"", \""gloss\"": \""under\""}, {\""text\"": \""heading\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_PREFIXES_SUB_INTER_SUPER::subheading,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!61,Word Bank,61,D4_MOR_PREFIXES_SUB_INTER_SUPER,international,D4_MOR_PREFIXES_SUB_INTER_SUPER::international,pass,direct_mapping,"{""display_word"": ""international"", ""morphemes_json"": ""[{\""text\"": \""inter\"", \""kind\"": \""prefix\"", \""gloss\"": \""between\""}, {\""text\"": \""national\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[5]""}",D4_MOR_PREFIXES_SUB_INTER_SUPER::international,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!62,Word Bank,62,D4_MOR_PREFIXES_SUB_INTER_SUPER,interact,D4_MOR_PREFIXES_SUB_INTER_SUPER::interact,pass,direct_mapping,"{""display_word"": ""interact"", ""morphemes_json"": ""[{\""text\"": \""inter\"", \""kind\"": \""prefix\"", \""gloss\"": \""between\""}, {\""text\"": \""act\"", \""kind\"": \""root\"", \""gloss\"": \""do\""}]"", ""split_points"": ""[5]""}",D4_MOR_PREFIXES_SUB_INTER_SUPER::interact,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!63,Word Bank,63,D4_MOR_PREFIXES_SUB_INTER_SUPER,superhero,D4_MOR_PREFIXES_SUB_INTER_SUPER::superhero,pass,direct_mapping,"{""display_word"": ""superhero"", ""morphemes_json"": ""[{\""text\"": \""super\"", \""kind\"": \""prefix\"", \""gloss\"": \""above / beyond\""}, {\""text\"": \""hero\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[5]""}",D4_MOR_PREFIXES_SUB_INTER_SUPER::superhero,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!64,Word Bank,64,D4_MOR_PREFIXES_SUB_INTER_SUPER,supermarket,D4_MOR_PREFIXES_SUB_INTER_SUPER::supermarket,pass,direct_mapping,"{""display_word"": ""supermarket"", ""morphemes_json"": ""[{\""text\"": \""super\"", \""kind\"": \""prefix\"", \""gloss\"": \""above / beyond\""}, {\""text\"": \""market\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[5]""}",D4_MOR_PREFIXES_SUB_INTER_SUPER::supermarket,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!65,Word Bank,65,D4_MOR_SUFFIXES_NESS,kindness,D4_MOR_SUFFIXES_NESS::kindness,pass,direct_mapping,"{""display_word"": ""kindness"", ""morphemes_json"": ""[{\""text\"": \""kind\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ness\"", \""kind\"": \""suffix\"", \""gloss\"": \""state of being\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_NESS::kindness,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!66,Word Bank,66,D4_MOR_SUFFIXES_NESS,darkness,D4_MOR_SUFFIXES_NESS::darkness,pass,direct_mapping,"{""display_word"": ""darkness"", ""morphemes_json"": ""[{\""text\"": \""dark\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ness\"", \""kind\"": \""suffix\"", \""gloss\"": \""state of being\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_NESS::darkness,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!67,Word Bank,67,D4_MOR_SUFFIXES_NESS,sadness,D4_MOR_SUFFIXES_NESS::sadness,pass,direct_mapping,"{""display_word"": ""sadness"", ""morphemes_json"": ""[{\""text\"": \""sad\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ness\"", \""kind\"": \""suffix\"", \""gloss\"": \""state of being\""}]"", ""split_points"": ""[3]""}",D4_MOR_SUFFIXES_NESS::sadness,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
